Date,U.S. Natural Gas Gross Withdrawals (MMcf),Alaska Natural Gas Gross Withdrawals (MMcf),Arkansas Natural Gas Gross Withdrawals (MMcf),California Natural Gas Gross Withdrawals (MMcf),Colorado Natural Gas Gross Withdrawals (MMcf),Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),Kansas Natural Gas Gross Withdrawals (MMcf),Louisiana Natural Gas Gross Withdrawals (MMcf),Montana Natural Gas Gross Withdrawals (MMcf),New Mexico Natural Gas Gross Withdrawals (MMcf),North Dakota Natural Gas Gross Withdrawals (MMcf),Ohio Natural Gas Gross Withdrawals (MMcf),Oklahoma Natural Gas Gross Withdrawals (MMcf),Pennsylvania Natural Gas Gross Withdrawals (MMcf),Texas Natural Gas Gross Withdrawals (MMcf),Utah Natural Gas Gross Withdrawals (MMcf),West Virginia Natural Gas Gross Withdrawals (MMcf),Wyoming Natural Gas Gross Withdrawals (MMcf)
01/03/2017,2797117,308111,61289,17688,142472,103082,19101,179247,4186,110403,53894,131843,207995,459451,664360,27543,115090,144709
01/04/2017,2689967,286963,59338,17278,136674,92264,18079,154614,4080,107227,55192,132090,203362,446734,650271,26630,113282,141143
01/05/2017,2778965,286678,60578,17796,139554,96552,18493,162393,4279,113966,57609,136493,207889,457522,680017,27552,124025,141295
01/06/2017,2688422,248829,57974,17229,136867,88369,18318,167062,4137,108031,55675,139251,203690,442640,664291,26319,124711,141289
01/07/2017,2753997,205707,58436,19987,142713,95249,18892,166761,4263,112676,58918,159030,213003,456133,695440,26482,132398,144476
01/08/2017,2769670,221579,58001,17558,146171,90215,18630,183437,4288,111221,60597,159030,218247,449310,678062,26413,137060,145435
01/09/2017,2763285,255362,55441,17145,143333,85937,18000,186837,4060,111273,58407,160759,211644,442607,668604,25405,133066,142018
01/10/2017,2911373,283192,56821,18316,150395,78298,18376,207515,4158,117303,64060,173259,226421,446747,710628,25949,139034,146958
01/11/2017,2897003,282589,54320,16767,145706,79292,17669,209564,3983,111243,62978,167670,220016,472918,698278,24923,141574,145044
01/12/2017,3025419,295221,54996,17235,154220,76016,17736,226850,4070,116607,64688,181007,228540,504961,715786,25243,146533,152111
01/01/2018,2993178,296757,51300,17104,152669,76246,17473,211528,3993,117064,64383,186558,232715,506627,700310,25551,139078,150657
01/02/2018,2751215,268600,46194,15646,136832,72839,15950,200391,3544,109041,59004,168504,212572,464245,652370,23229,128051,134640
01/03/2018,3069284,295800,50569,17207,152030,81870,17588,230399,3895,121551,65768,186558,232965,512261,737554,26172,142753,150489
01/04/2018,2976108,282714,50857,16605,149055,73817,17101,222905,3857,123352,67296,186180,231626,479217,721088,25026,138895,145180
01/05/2018,3098558,282740,51030,17238,155675,76450,17541,239409,3942,126964,71777,192386,237362,504572,760534,25404,145816,147038
01/06/2018,2972738,229033,48815,16709,145783,77240,16097,237437,3792,126445,69003,186180,232429,496644,744832,24610,138591,137975
01/07/2018,3138242,234036,49419,17230,152682,89808,17258,246166,4019,133189,74479,209901,243201,531811,778000,25149,147210,142181
01/08/2018,3206177,242875,49558,17178,158237,95580,16937,249177,4093,135785,75712,209901,247283,541144,801162,25045,151702,142891
01/09/2018,3153978,255611,47639,16697,156291,86441,16527,241210,3951,131824,75796,203130,242771,537370,780673,24219,151037,142420
01/10/2018,3314676,271051,49135,17181,164013,84347,16870,259915,3978,138322,79628,227137,256925,562502,809439,24375,162154,145903
01/11/2018,3259912,290815,47258,16696,161357,88120,16068,248007,3964,134338,75723,219810,248111,554480,791390,23416,160248,139623
01/12/2018,3391473,304681,48212,17125,168798,89946,15981,253375,4045,143110,82248,227137,257826,573960,831822,23631,166164,141900
01/01/2019,3376735,310266,47443,16800,165971,91606,16055,259898,4160,142745,83691,213280,255006,576440,830422,23200,169050,130338
01/02/2019,3056916,267519,42219,15513,148931,78046,14237,242578,3420,132044,73128,192640,229666,519802,762803,21043,154910,122593
01/03/2019,3383042,285430,46211,16922,164298,93532,15820,267251,3895,149301,86896,213280,250919,578820,845431,23388,171516,130346
01/04/2019,3315270,289532,44455,16548,161299,88575,15613,260316,4100,145991,84797,207990,250314,560062,827650,22794,167816,128707
01/05/2019,3424018,285820,44906,16754,166492,89453,14898,270646,4299,151335,87299,214923,266014,571803,871419,23634,171305,133657
01/06/2019,3299794,253806,42702,16254,162486,83554,15559,265862,4144,146603,86615,207990,243339,556708,848437,22912,174784,129676
01/07/2019,3395984,234661,43852,16890,166223,68554,15695,278004,4154,152945,91369,235476,254709,583186,889103,23093,180524,118762
01/08/2019,3448106,224286,43505,16969,166956,92674,15637,276932,4113,158116,93505,235476,257498,585405,908018,23374,181927,124777
01/09/2019,3396571,242655,41798,16262,162297,85622,15039,267171,4065,156025,88519,227880,256073,568646,890996,22153,181334,132353
01/10/2019,3551970,269362,43093,16228,174595,88263,15151,276059,4093,161587,95528,236778,261454,589800,921751,22606,201814,135881
01/11/2019,3509293,287298,41738,15659,172544,85170,14439,271185,4040,158036,94336,229140,251153,597779,902758,21942,196055,128747
01/12/2019,3622512,299717,42834,16024,179104,88988,14945,283047,4134,163499,95408,236778,259905,608342,933717,22614,204178,131667
01/01/2020,3596775,309582,42187,15908,178541,87796,14623,275327,4003,166128,93661,203701,263734,603836,938076,21991,209896,129695
01/02/2020,3363434,291399,39093,14649,167014,82571,13636,256681,3717,159661,90249,190559,243139,569721,873327,20424,198090,114080
01/03/2020,3582414,294542,43677,15376,175568,89286,14486,277105,3996,173666,97224,203701,257387,607689,935703,21810,210559,123255
01/04/2020,3374224,278304,39748,14906,168745,81588,13595,265367,3514,159337,81884,193050,235642,586955,873398,20408,204826,118007
01/05/2020,3285105,281729,40463,15172,164049,65180,14012,282137,3032,149792,59946,199485,217154,592126,820711,20365,212646,113117
01/06/2020,3217496,264822,38742,14837,159896,63247,13321,264527,3020,156048,59424,193050,222324,560390,828516,19287,212831,110228
01/07/2020,3373594,270116,39855,15061,167408,69629,13674,265396,3575,168725,71533,201686,226843,604716,865413,20374,220032,114460
01/08/2020,3349817,257263,40295,13344,165432,45381,13504,260634,3502,171190,81889,201686,226344,607221,872259,19895,223208,112459
01/09/2020,3265272,269832,38734,12857,162864,50270,13030,256067,3338,167860,84428,195180,222010,567029,842955,19352,218893,109617
01/10/2020,3363756,293957,40172,13059,164848,40147,13461,263488,3452,174885,89525,201097,219403,595653,862326,20091,226064,109820
01/11/2020,3352374,292359,38565,12934,159635,61572,12917,267732,3340,170552,86551,194610,224327,605244,838590,19234,223428,109488
01/12/2020,3489506,325410,39452,12475,160399,68343,13097,277620,3333,170133,89499,201097,228057,647714,858647,19352,231845,110103
01/01/2021,3516947,317252,39285,11584,160989,72897,12900,277251,3597,176588,88402,193911,221544,652640,877286,19422,234432,121003
01/02/2021,2949990,279742,30183,10978,143362,65242,10142,223574,3098,147908,75813,175146,163094,585371,667116,18158,208571,110468
01/03/2021,3517612,311788,42466,12275,157468,75181,13251,283002,3571,184389,88926,193911,220130,645407,884280,20441,227218,118525
01/04/2021,3438382,292311,37756,11934,156207,70698,12842,274006,3449,181995,88596,185964,214334,615899,893855,19823,229075,114548
01/05/2021,3534774,295402,38563,12445,162525,73023,13063,284007,3568,191121,92713,192163,223372,635584,908621,20359,234118,117563
01/06/2021,3400497,271760,36918,12026,154714,68393,12716,276554,3311,187450,89817,185964,213314,616270,884404,19559,227987,109720
01/07/2021,3514366,249998,38045,12260,160386,72847,13215,300367,3550,199108,89390,189515,221002,638200,929483,20655,229376,115773
01/08/2021,3545197,269461,37753,12174,158698,62248,13224,293202,3632,202829,91909,189515,222329,646169,933225,20387,241373,113624
01/09/2021,3423163,278352,36508,11737,153374,35339,12769,290967,3537,197339,90644,183401,216455,622275,909976,19965,216452,112738
01/10/2021,3599640,287828,37626,11779,160451,60776,13213,308178,3669,204511,92925,199379,223093,645126,936745,20505,240446,115007
01/11/2021,3545208,305759,36079,11387,155778,66553,12722,310818,3484,199016,92484,192947,214361,646233,903138,20061,229812,111851
01/12/2021,3680343,326402,37006,11530,157156,68785,12928,314290,3362,204781,93739,199379,218805,677331,941212,20609,241569,113911
01/01/2022,3591006,323315,37302,11308,151949,66419,12255,312221,3342,200239,87941,196005,213419,660345,921810,20836,234795,105583
01/02/2022,3226679,295371,33465,9438,138490,56708,10930,284573,3028,186567,80116,172829,192596,581432,828060,19009,209707,94940
01/03/2022,3613635,317649,37518,11512,155382,64485,12194,313666,3474,222878,92775,187872,219732,635076,942064,21363,239344,104501
01/04/2022,3520463,299777,36247,11334,151452,66781,12037,313666,3288,219748,73717,179444,223078,616181,925640,21301,235580,100890
01/05/2022,3667147,299293,37042,11615,156119,63245,12469,340838,3407,227777,86718,189214,237032,640189,958815,22892,247179,101671
01/06/2022,3556574,269010,35573,11178,150178,64565,12037,335758,3744,218374,92585,190021,230337,616632,932184,22329,240568,99638
01/07/2022,3689978,283777,36446,11778,153202,67373,12457,346129,3745,231091,96415,193519,239295,641726,959305,23118,251625,105972
01/08/2022,3699284,273965,36659,12101,154942,69288,12526,355950,3929,234745,95477,196604,238265,632014,969549,23553,255603,101172
01/09/2022,3637950,282388,34405,11221,151549,67568,11565,346963,3861,237653,95582,189795,236726,613657,953967,22159,245734,101041
01/10/2022,3769193,297901,35354,11482,155490,68346,12749,363997,3827,252211,97540,195926,241688,629461,988897,22214,251647,107861
01/11/2022,3683184,312304,33777,11024,151695,64860,12036,355227,3613,241451,91024,195571,235873,605505,956290,21374,255298,104806
01/12/2022,3723188,332133,33188,11297,150589,64794,11644,356060,3559,253786,81869,186257,236647,611036,981517,22762,253515,101180
01/01/2023,3808396,326517,34782,11181,151985,70000,11881,362807,3810,254693,88264,198149,241373,629580,992569,22442,275925,100180
