Date,Flow,Port,Region,Volume (10^3 m3),Volume (MCF),Value (CN$),Value (US$),Price (CN$/GJ),Price (US$/MMBTU),Price (US$/kCF)
05/01/2020,Exports,Cornwall,East,3917.7782,138301.3389,557088.57,398774.92,3.69,2.78,2.88286
05/01/2020,Exports,Courtright,MidWest,7885.9976,278383.3007,901832.29,645549.24,2.88,2.18,2.26066
05/01/2020,Exports,Coutts,MidWest,25241.8837,891062.7743,1913245.54,1369538.68,1.98,1.5,1.5555
05/01/2020,Exports,East Hereford,East,183681.2804,6484125.878,15467151.25,11071690.23,2.19,1.66,1.72142
05/01/2020,Exports,Elmore,MidWest,1139570.078,40227919.88,82881253.46,59328026.82,1.74,1.31,1.35847
05/01/2020,Exports,Emerson,MidWest,594703.8516,20993618,51231301.56,36672370.48,2.23,1.69,1.75253
05/01/2020,Exports,Huntingdon,West,637804.7983,22515122.87,52808057.63,37801043.4,2.07,1.57,1.62809
05/01/2020,Exports,Iroquois,East,44074.64655,1555877.418,3983604.6,2851542.3,2.33,1.76,1.82512
05/01/2020,Exports,Kingsgate,West,1702234.44,60090513.06,136802350.5,97925805.63,2.09,1.58,1.63846
05/01/2020,Exports,Monchy,MidWest,665805.0775,23503559.66,55516195.07,39739581.3,2.17,1.64,1.70068
05/01/2020,Exports,Napierville,East,4210.9442,148650.3807,479501.91,343236.87,2.95,2.23,2.31251
05/01/2020,Exports,Niagara Falls,East,139.56,4926.60224,0,0,0,0,0
05/01/2020,Exports,North Portal,MidWest,9,317.7086569,933,667.86,2.59,1.96,2.03252
05/01/2020,Exports,Philipsburg,East,21463.4,757678.6652,2013004,1440947.75,2.43,1.84,1.90808
05/01/2020,Exports,Sprague,MidWest,8152.73,287799.211,1103915.73,790204.53,3.51,2.65,2.74805
05/01/2020,Exports,St Clair,MidWest,68689.74971,2424814.236,5931750.43,4246063.3,2.21,1.67,1.73179
05/01/2020,Exports,Total,Total,5300619.607,187116970.7,427859016,306269875.5,2.05,1.55,1.60735
05/01/2020,Imports,Chippawa,East,84705.73756,2990194.013,7209585.07,5160762.4,2.23,1.69,1.75253
05/01/2020,Imports,Courtright,MidWest,318257.26,11234787.4,30127629.63,21565948.19,2.39,1.81,1.87697
05/01/2020,Imports,Emerson,MidWest,7203.7864,254300.5891,608512.63,435585.28,2.19,1.66,1.72142
05/01/2020,Imports,Huntingdon,West,1069.866,37767.29888,93744.27,67103.99,2.25,1.7,1.7629
05/01/2020,Imports,Iroquois,East,47628.44542,1681329.936,3691647.25,2642553.51,2.01,1.52,1.57624
05/01/2020,Imports,Niagara Falls,East,541658.4657,19121064.85,45934421.94,32880760.15,2.22,1.67,1.73179
05/01/2020,Imports,North Portal,MidWest,3066.2,108239.8093,147598.89,105654.18,1.03,0.78,0.80886
05/01/2020,Imports,Ojibway (Windsor),MidWest,33063.02,1167156.409,3120375.03,2233625.65,2.43,1.84,1.90808
05/01/2020,Imports,Sarnia/Blue Water,MidWest,1190.85,42038.15046,104550.78,74839.5,2.2,1.66,1.72142
05/01/2020,Imports,St Clair,MidWest,576500.4991,20351022.14,55346688.38,39618245.08,2.45,1.85,1.91845
05/01/2020,Imports,St Stephen,East,89473.151,3158488.293,9671681.78,6923179.51,2.79,2.11,2.18807
05/01/2020,Imports,Total,Total,1703817.281,60146388.89,156056435.6,111708257.4,2.36,1.78,1.84586
06/01/2020,Exports,Aden,MidWest,5675.6,200354.1392,467582.99,345079.7,2.14,1.67,1.73179
06/01/2020,Exports,Brunswick,East,10057.5445,355040.995,1780437.8,1313976.24,4.48,3.49,3.61913
06/01/2020,Exports,Cardston,MidWest,68308.2387,2411346.53,5446123.39,4019279.26,2.09,1.63,1.69031
06/01/2020,Exports,Chippawa,East,62756.4027,2215361.379,5143891.51,3796229.9,2.13,1.66,1.72142
06/01/2020,Exports,Cornwall,East,2194.673,77474.06791,253547.29,187119.77,3.01,2.34,2.42658
06/01/2020,Exports,Courtright,MidWest,1357.561,47923.20911,103855.07,76645.81,1.93,1.5,1.5555
06/01/2020,Exports,Coutts,MidWest,19082.9515,673646.5435,1308161.39,965432.76,1.8,1.4,1.4518
06/01/2020,Exports,East Hereford,East,180630.0589,6376414.824,15462456.79,11411407.23,2.23,1.74,1.80438
06/01/2020,Exports,Elmore,MidWest,1092911.332,38580821.27,71911965.92,53071561.57,1.57,1.22,1.26514
06/01/2020,Exports,Emerson,MidWest,603139.2547,21291395.84,47757342.81,35245271.45,2.06,1.61,1.66957
06/01/2020,Exports,Huntingdon,West,563932.6266,19907364.15,43819856.19,32339377.26,1.96,1.53,1.58661
06/01/2020,Exports,Iroquois,East,186620.4425,6587881.125,15005176.48,11073930.98,2.11,1.64,1.70068
06/01/2020,Exports,Kingsgate,West,1722186.447,60794838.12,134598406.2,99334617.14,2.04,1.59,1.64883
06/01/2020,Exports,Monchy,MidWest,643987.6336,22733382.91,50323927.25,37139429.71,2.04,1.59,1.64883
06/01/2020,Exports,Napierville,East,2988.4574,105495.4208,383971.2,283373.58,3.34,2.6,2.6962
06/01/2020,Exports,North Portal,MidWest,5,176.5048094,554,408.86,2.77,2.16,2.23992
06/01/2020,Exports,Philipsburg,East,16822.4,593846.9011,1485611,1096391.88,2.29,1.79,1.85623
06/01/2020,Exports,Sarnia/Blue Water,MidWest,4127.54,145706.1322,337476.3,249060,2.13,1.66,1.72142
06/01/2020,Exports,Sprague,MidWest,6144.46,216905.3482,932920.33,688502.09,3.96,3.08,3.19396
06/01/2020,Exports,St Clair,MidWest,52515.28634,1853840.121,4140952.59,3056053.57,2.03,1.58,1.63846
06/01/2020,Exports,Total,Total,5245443.91,185169215.5,400664216.5,295693148.7,1.95,1.52,1.57624
06/01/2020,Imports,Chippawa,East,97920.40567,3456684.508,7992797.24,5898743.35,2.14,1.67,1.73179
06/01/2020,Imports,Courtright,MidWest,321137.8663,11336475.58,28610751.84,21114946.01,2.24,1.75,1.81475
06/01/2020,Imports,Emerson,MidWest,5004.5632,176665.8948,371526.53,274189.32,1.94,1.51,1.56587
06/01/2020,Imports,Huntingdon,West,2795.96,98700.07738,196213.69,144807.15,1.82,1.42,1.47254
06/01/2020,Imports,Iroquois,East,31020.94639,1095069.246,2403697.56,1773946.54,2.02,1.57,1.62809
06/01/2020,Imports,Niagara Falls,East,527186.3095,18610183.82,41462125.75,30599354.8,2.06,1.6,1.6592
06/01/2020,Imports,North Portal,MidWest,3532.2,124690.0576,193318.81,142670.71,1.14,0.89,0.92293
06/01/2020,Imports,Ojibway (Windsor),MidWest,45819,1617454.772,4973817.64,3670714.13,2.76,2.15,2.22955
06/01/2020,Imports,Sarnia/Blue Water,MidWest,4085.87,144235.1411,329110.6,242886.05,2.01,1.57,1.62809
06/01/2020,Imports,St Clair,MidWest,505394.025,17840895.21,44962427.31,33182603.18,2.26,1.76,1.82512
06/01/2020,Imports,St Stephen,East,73290.78087,2587235.062,8582041.52,6333609.98,3.03,2.36,2.44732
06/01/2020,Imports,Total,Total,1617187.927,57088289.36,140077828.5,103378471.2,2.22,1.73,1.79401
07/01/2020,Exports,Aden,MidWest,6039.69,213206.8665,444530.44,329306.2,2.02,1.58,1.63846
07/01/2020,Exports,Brunswick,East,96194.5131,3395758.84,17446098.89,12923993.55,4.59,3.59,3.72283
07/01/2020,Exports,Cardston,MidWest,79961.44,2822715.745,6396031.19,4738151.86,2.09,1.64,1.70068
07/01/2020,Exports,Chippawa,East,81709.3483,2884418.59,6929496.65,5133340.73,2.21,1.73,1.79401
07/01/2020,Exports,Cornwall,East,2018.4183,71252.10747,205302.28,152087.03,2.64,2.07,2.14659
07/01/2020,Exports,Courtright,MidWest,2897.45,102282.772,256761.97,190208.14,2.22,1.73,1.79401
07/01/2020,Exports,Coutts,MidWest,18209.4715,642811.8593,1306722.45,968014.26,1.88,1.47,1.52439
07/01/2020,Exports,East Hereford,East,199735.2048,7050844.851,18875942.31,13983215.28,2.47,1.93,2.00141
07/01/2020,Exports,Elmore,MidWest,1151141.427,40636399.62,76272632.47,56502431.64,1.59,1.24,1.28588
07/01/2020,Exports,Emerson,MidWest,600970.4795,21214835.99,47477161.28,35170872.86,2.05,1.6,1.6592
07/01/2020,Exports,Huntingdon,West,556449.1997,19643191.99,43309413.86,32083423.85,1.97,1.54,1.59698
07/01/2020,Exports,Iroquois,East,377670.6375,13332136.78,32542456.38,24107308.97,2.25,1.76,1.82512
07/01/2020,Exports,Kingsgate,West,1884332.461,66518748.36,140018769.6,103725290.5,1.94,1.51,1.56587
07/01/2020,Exports,Monchy,MidWest,655265.4983,23131502.38,48648594.71,36038665.61,1.94,1.52,1.57624
07/01/2020,Exports,Napierville,East,3008.89,106216.7112,384346.9,284722.5,3.33,2.6,2.6962
07/01/2020,Exports,North Portal,MidWest,4,141.2038475,418,309.65,2.61,2.04,2.11548
07/01/2020,Exports,Philipsburg,East,17069.7,602576.829,1393959,1032638.71,2.13,1.66,1.72142
07/01/2020,Exports,Sprague,MidWest,6047.74,213491.0392,913163.44,676467.47,3.93,3.08,3.19396
07/01/2020,Exports,St Clair,MidWest,80863.53209,2854560.464,6645976.85,4923310.5,2.12,1.65,1.71105
07/01/2020,Exports,Total,Total,5819589.1,205437093,449467778.7,332963759.3,1.97,1.54,1.59698
07/01/2020,Imports,Chippawa,East,105325.0432,3718075.334,8102484.05,6002284.65,2.02,1.58,1.63846
07/01/2020,Imports,Courtright,MidWest,339115.6832,11971109.81,28166576.76,20865676.54,2.08,1.63,1.69031
07/01/2020,Imports,East Hereford,East,283.2784,10000,24028.22,17800,2.28,1.78,1.84586
07/01/2020,Imports,Emerson,MidWest,5546.3792,195792.5207,437767.12,324295.96,2.05,1.6,1.6592
07/01/2020,Imports,Huntingdon,West,81.13,2863.967037,6118.96,4532.9,1.96,1.53,1.58661
07/01/2020,Imports,Iroquois,East,16551.10419,584269.8981,1417385.83,1049993.21,2.23,1.74,1.80438
07/01/2020,Imports,Niagara Falls,East,529080.2755,18677042.64,41977035.52,31096403.82,2.07,1.62,1.67994
07/01/2020,Imports,North Portal,MidWest,3270,115434.1453,179271.67,132803.67,1.14,0.89,0.92293
07/01/2020,Imports,Ojibway (Windsor),MidWest,47517.44,1677411.338,4428095.44,3280313.68,2.37,1.86,1.92882
07/01/2020,Imports,Sarnia,MidWest,1376.688883,48598.44178,118135.3,87514.11,2.21,1.73,1.79401
07/01/2020,Imports,St Clair,MidWest,651069.0511,22983363.75,55302601.48,40967924.65,2.17,1.69,1.75253
07/01/2020,Imports,St Stephen,East,95182.94086,3360049.367,10403629.65,7706963.22,2.81,2.19,2.27103
07/01/2020,Imports,Total,Total,1794399.015,63344011.21,150563130,111536506.4,2.15,1.68,1.74216
08/01/2020,Exports,Aden,MidWest,6510.01,229809.6149,582645.91,440663.98,2.47,1.97,2.04289
08/01/2020,Exports,Brunswick,East,43058.6662,1520012.334,6975145.55,5275408.83,4.1,3.27,3.39099
08/01/2020,Exports,Cardston,MidWest,80221.987,2831913.305,7443166.21,5629379.98,2.42,1.93,2.00141
08/01/2020,Exports,Chippawa,East,101911.2784,3597566.154,10113476.7,7648976.48,2.57,2.05,2.12585
08/01/2020,Exports,Cornwall,East,2010.8532,70985.05216,230305.56,174183.6,2.97,2.37,2.45769
08/01/2020,Exports,Courtright,MidWest,38829.68,1370725.054,3938248.01,2978556.96,2.54,2.03,2.10511
08/01/2020,Exports,Coutts,MidWest,14822.7649,523257.8587,1319007.44,997585.42,2.32,1.85,1.91845
08/01/2020,Exports,East Hereford,East,198438.1397,7005057.206,18408226.47,13922422.08,2.41,1.93,2.00141
08/01/2020,Exports,Elmore,MidWest,1138981.235,40207133.16,93952515.13,71057718.3,1.97,1.57,1.62809
08/01/2020,Exports,Emerson,MidWest,644943.9901,22767143.21,59161866.15,44745020.54,2.37,1.89,1.95993
08/01/2020,Exports,Huntingdon,West,792788.3431,27986191.08,74968786.87,56700035.45,2.4,1.91,1.98067
08/01/2020,Exports,Iroquois,East,244697.9638,8638073.492,23115297.05,17482451.25,2.48,1.98,2.05326
08/01/2020,Exports,Kingsgate,West,1931809.649,68194738.77,168471458.2,127417530,2.26,1.8,1.8666
08/01/2020,Exports,Monchy,MidWest,526209.3994,18575697.95,47636628.98,36028308.11,2.34,1.87,1.93919
08/01/2020,Exports,Napierville,East,5209.6284,183904.8936,685230.25,518250.08,3.42,2.73,2.83101
08/01/2020,Exports,North Portal,MidWest,4,141.2038475,421,318.41,2.63,2.1,2.1777
08/01/2020,Exports,Philipsburg,East,18120.4,639667.5497,1690042,1278204.51,2.42,1.93,2.00141
08/01/2020,Exports,Sprague,MidWest,6046.31,213440.5588,937034.94,708693.8,4.01,3.2,3.3184
08/01/2020,Exports,St Clair,MidWest,162065.424,5721065.354,15862035.07,11996698.74,2.51,2.01,2.08437
08/01/2020,Exports,Total,Total,5956679.722,210276523.8,535491537.5,405000406.5,2.29,1.82,1.88734
08/01/2020,Imports,Chippawa,East,116870.893,4125654.94,9622957.1,7277989.04,2.17,1.73,1.79401
08/01/2020,Imports,Courtright,MidWest,248549.0948,8774022.12,22863636.75,17292116.74,2.31,1.84,1.90808
08/01/2020,Imports,Emerson,MidWest,5606.75,197923.668,534089.75,403940.21,2.47,1.97,2.04289
08/01/2020,Imports,Huntingdon,West,521.198495,18398.8082,44692.72,33801.78,2.14,1.71,1.77327
08/01/2020,Imports,Iroquois,East,26416.74423,932536.4811,2533531.78,1916148.68,2.5,1.99,2.06363
08/01/2020,Imports,Niagara Falls,East,519654.3582,18344298.69,42279461.34,31976600.62,2.12,1.69,1.75253
08/01/2020,Imports,North Portal,MidWest,2946.9,104028.4046,196947.65,148954.51,1.38,1.1,1.1407
08/01/2020,Imports,Ojibway (Windsor),MidWest,19590.77,691573.025,1840576.04,1392055.7,2.35,1.88,1.94956
08/01/2020,Imports,St Clair,MidWest,468495.8489,16538354.1,45721913.61,34580179.71,2.49,1.99,2.06363
08/01/2020,Imports,St Stephen,East,97294.37855,3434585.148,10378931.69,7849744.13,2.74,2.18,2.26066
08/01/2020,Imports,Total,Total,1505946.936,53161375.39,136016738.4,102871531.1,2.32,1.85,1.91845
09/01/2020,Exports,Aden,MidWest,6351.56,224216.1774,541125.57,409075.88,2.35,1.87,1.93919
09/01/2020,Exports,Brunswick,East,26029.4608,918865.0035,3573139.67,2701194.19,3.47,2.77,2.87249
09/01/2020,Exports,Cardston,MidWest,77737.334,2744202.664,7003175.45,5294205.81,2.35,1.88,1.94956
09/01/2020,Exports,Chippawa,East,59645.58567,2105546.546,5587612.05,4224079.26,2.42,1.93,2.00141
09/01/2020,Exports,Cornwall,East,2193.9305,77447.85695,309335.18,233848.79,3.64,2.91,3.01767
09/01/2020,Exports,Courtright,MidWest,19376.843,684021.1961,1722570.33,1302215.25,2.28,1.82,1.88734
09/01/2020,Exports,Coutts,MidWest,13049.8837,460673.447,1112238.28,840821.2,2.22,1.77,1.83549
09/01/2020,Exports,East Hereford,East,124122.4485,4381641.823,10672416.88,8068050.26,2.23,1.78,1.84586
09/01/2020,Exports,Elmore,MidWest,998531.2061,35249112.04,82957873.71,62713844.65,1.98,1.58,1.63846
09/01/2020,Exports,Emerson,MidWest,481290.1009,16990003.51,46981752.86,35516898.14,2.52,2.01,2.08437
09/01/2020,Exports,Huntingdon,West,756905.3836,26719488.09,84795121.83,64102753.12,2.83,2.26,2.34362
09/01/2020,Exports,Iroquois,East,123077.6826,4344760.581,10960070.77,8285508.59,2.3,1.84,1.90808
09/01/2020,Exports,Kingsgate,West,1875221.798,66197133.22,186846477.5,141250739,2.59,2.07,2.14659
09/01/2020,Exports,Monchy,MidWest,326915.3087,11540424.85,32341645.25,24449384.07,2.56,2.05,2.12585
09/01/2020,Exports,Napierville,East,3348.988,118222.4977,439754.46,332442.14,3.4,2.71,2.81027
09/01/2020,Exports,Niagara Falls,East,7116.026551,251202.582,0,0,0,0,0
09/01/2020,Exports,North Portal,MidWest,10,353.0096188,1014,766.56,2.54,2.02,2.09474
09/01/2020,Exports,Philipsburg,East,17842.3,629850.3522,1910918,1444600.85,2.77,2.21,2.29177
09/01/2020,Exports,Sprague,MidWest,6393.31,225689.9926,980262.98,741051.54,3.96,3.16,3.27692
09/01/2020,Exports,St Clair,MidWest,74484.15623,2629362.36,6642454.52,5021510.83,2.28,1.82,1.88734
09/01/2020,Exports,Total,Total,4999643.307,176492217.8,485881598.5,367312971.3,2.47,1.97,2.04289
09/01/2020,Imports,Chippawa,East,124919.844,4409790.651,13983481.04,10571122.65,2.95,2.35,2.43695
09/01/2020,Imports,Courtright,MidWest,293924.4958,10375817.42,31331066.78,23685414.86,2.67,2.13,2.20881
09/01/2020,Imports,East Hereford,East,150.06,5297.26234,14769.06,11165,2.55,2.03,2.10511
09/01/2020,Imports,Emerson,MidWest,5162.914994,182255.8654,442031.52,334163.53,2.21,1.76,1.82512
09/01/2020,Imports,Huntingdon,West,3022.14,106684.4489,304306.35,230047.13,2.59,2.06,2.13622
09/01/2020,Imports,Iroquois,East,40411.68929,1426571.503,3287383.25,2485170.28,2.11,1.68,1.74216
09/01/2020,Imports,Niagara Falls,East,507943.3735,17930889.66,40664319.57,30741094.32,2.09,1.67,1.73179
09/01/2020,Imports,North Portal,MidWest,3004.7,106068.8002,274263.85,207335.84,1.89,1.51,1.56587
09/01/2020,Imports,Ojibway (Windsor),MidWest,18912,667611.7911,2625854.25,1985072.76,3.47,2.77,2.87249
09/01/2020,Imports,Sarnia/Blue Water,MidWest,4202.715,148359.882,483352.89,365401.34,2.96,2.36,2.44732
09/01/2020,Imports,St Clair,MidWest,504681.646,17815747.55,51211994.26,38714842.96,2.59,2.06,2.13622
09/01/2020,Imports,St Stephen,East,76063.07658,2685099.767,9587145.92,7247615.61,3.25,2.59,2.68583
09/01/2020,Imports,Total,Total,1582398.655,55860194.6,154209968.8,116578446.3,2.5,2,2.074
10/01/2020,Exports,Aden,MidWest,6288.47,221989.0398,602197.52,455692.41,2.64,2.11,2.18807
10/01/2020,Exports,Brunswick,East,35671.8884,1259251.973,7623154.64,5768561.97,5.41,4.32,4.47984
10/01/2020,Exports,Cardston,MidWest,67700.56,2389894.888,7993070.99,6048483.54,3.1,2.48,2.57176
10/01/2020,Exports,Chippawa,East,82409.93508,2909149.977,8856567.02,6701904.67,2.8,2.24,2.32288
10/01/2020,Exports,Cornwall,East,5621.0467,198428.3553,897027.23,678794.73,4.14,3.31,3.43247
10/01/2020,Exports,Courtright,MidWest,55802.757,1969890.998,8397839.43,6354778.23,3.8,3.03,3.14211
10/01/2020,Exports,Coutts,MidWest,20751.452,732546.216,1952611.97,1477572.43,2.48,1.98,2.05326
10/01/2020,Exports,East Hereford,East,172967.1848,6105907.997,18779097.04,14210440.44,2.83,2.26,2.34362
10/01/2020,Exports,Elmore,MidWest,1087641.091,38394776.69,93211400.25,70534544.26,2.04,1.63,1.69031
10/01/2020,Exports,Emerson,MidWest,557598.1729,19683751.85,58281774.16,44102742.46,2.76,2.21,2.29177
10/01/2020,Exports,Huntingdon,West,629122.3492,22208624.07,94148893.75,71243960.46,3.77,3.01,3.12137
10/01/2020,Exports,Iroquois,East,189273.3006,6681529.571,21161588.11,16013309.2,2.92,2.33,2.41621
10/01/2020,Exports,Kingsgate,West,1993752.722,70381388.83,200879301.4,152008551.9,2.59,2.07,2.14659
10/01/2020,Exports,Monchy,MidWest,541188.0945,19104460.29,50484101.52,38202119.95,2.42,1.93,2.00141
10/01/2020,Exports,Napierville,East,5257.8877,185608.4933,884994.99,669689.74,4.36,3.48,3.60876
10/01/2020,Exports,Niagara Falls,East,6795,239870.036,0,0,0,0,0
10/01/2020,Exports,North Portal,MidWest,24,847.2230851,2411,1824.44,2.51,2.01,2.08437
10/01/2020,Exports,Philipsburg,East,26280,927709.2782,2672106,2022024.97,2.64,2.11,2.18807
10/01/2020,Exports,Sprague,MidWest,7071.41,249627.5749,1112813.37,842083.52,4.1,3.27,3.39099
10/01/2020,Exports,St Clair,MidWest,163365.0532,5766943.515,18102787.56,13698666.33,2.83,2.26,2.34362
10/01/2020,Exports,St Stephen,East,1062.71158,37514.74098,0,0,0,0,0
10/01/2020,Exports,Total,Total,5655645.086,199649711.6,596716971.5,451545192.2,2.68,2.14,2.21918
10/01/2020,Imports,Chippawa,East,133311.5571,4706026.196,12351322.26,9346441.36,2.44,1.95,2.02215
10/01/2020,Imports,Courtright,MidWest,322977.0223,11401399.55,30231738.15,22876835.53,2.35,1.88,1.94956
10/01/2020,Imports,Emerson,MidWest,12364.78289,436488.7295,1473249.74,1114831.44,3.1,2.48,2.57176
10/01/2020,Imports,Huntingdon,West,15111.25304,533441.7675,2438821.9,1845495.19,4.07,3.25,3.37025
10/01/2020,Imports,Iroquois,East,31960.39013,1128232.514,3043059.66,2302731.49,2.47,1.98,2.05326
10/01/2020,Imports,Kingsgate,West,259,9142.949127,32335,24468.41,3.12,2.49,2.58213
10/01/2020,Imports,Niagara Falls,East,527616.2343,18625360.58,42082599.38,31844570.09,2.08,1.66,1.72142
10/01/2020,Imports,North Portal,MidWest,3083.1,108836.3956,261162.92,197626.12,1.76,1.4,1.4518
10/01/2020,Imports,Ojibway (Windsor),MidWest,46581.261,1644363.319,5463789.05,4134535.79,2.93,2.34,2.42658
10/01/2020,Imports,Sarnia,MidWest,905.091557,31950.60255,57420.1,43450.7,1.62,1.29,1.33773
10/01/2020,Imports,St Clair,MidWest,570637.2661,20144044.38,57512739.4,43520801.66,2.58,2.06,2.13622
10/01/2020,Imports,St Stephen,East,116271.5551,4104497.735,16172968.56,12238341.7,3.62,2.89,2.99693
10/01/2020,Imports,Total,Total,1781078.514,62873784.71,171121206.1,129490129.5,2.47,1.97,2.04289
11/01/2020,Exports,Aden,MidWest,5869.5,207198.9958,589899.14,451407.36,2.77,2.24,2.32288
11/01/2020,Exports,Brunswick,East,22113.141,780615.1475,4380019.69,3351713.87,5.01,4.05,4.19985
11/01/2020,Exports,Cardston,MidWest,38284.603,1351483.311,4254840.37,3255923.15,2.95,2.38,2.46806
11/01/2020,Exports,Chippawa,East,65399.27505,2308657.315,7406195.26,5667428.27,2.98,2.4,2.4888
11/01/2020,Exports,Cornwall,East,8317.4117,293612.6334,1581778.54,1210421.29,4.93,3.98,4.12726
11/01/2020,Exports,Courtright,MidWest,29737.916,1049777.039,3476427.26,2660259.61,2.93,2.37,2.45769
11/01/2020,Exports,Coutts,MidWest,14885.4345,525470.1559,1503320.5,1150383,2.69,2.17,2.25029
11/01/2020,Exports,East Hereford,East,170865.6993,6031723.536,21386471.63,16365527.72,3.27,2.64,2.73768
11/01/2020,Exports,Elmore,MidWest,1218896.313,43028212.29,135164120.6,103431374.8,2.66,2.15,2.22955
11/01/2020,Exports,Emerson,MidWest,654515.4107,23105023.56,78411784.28,60002895.84,3.1,2.5,2.5925
11/01/2020,Exports,Highwater,East,48289.31,1704659.092,4619840.57,3535231.54,2.48,2.01,2.08437
11/01/2020,Exports,Huntingdon,West,791208.6522,27930426.47,124014374.6,94899276.54,3.96,3.2,3.3184
11/01/2020,Exports,Iroquois,East,258978.8367,9142202.04,33029049.03,25274754.38,3.31,2.67,2.76879
11/01/2020,Exports,Kingsgate,West,2030237.025,71669319.82,252908315.9,193532534.3,3.21,2.59,2.68583
11/01/2020,Exports,Monchy,MidWest,479575.3629,16929471.6,60384336.55,46207787.38,3.23,2.6,2.6962
11/01/2020,Exports,Napierville,East,6406.466,226154.4121,876517.69,670735.91,3.54,2.86,2.96582
11/01/2020,Exports,Niagara Falls,East,9852,347785.0764,0,0,0,0,0
11/01/2020,Exports,North Portal,MidWest,44,1553.242323,4407,3372.36,2.5,2.02,2.09474
11/01/2020,Exports,Philipsburg,East,33267.7,1174381.81,4798062,3671611.57,3.73,3.01,3.12137
11/01/2020,Exports,Sarnia,MidWest,4031.3786,142311.5423,725834.14,555428.63,4.63,3.74,3.87838
11/01/2020,Exports,Sprague,MidWest,9610.04,339243.6557,1366103.53,1045380.72,3.7,2.99,3.10063
11/01/2020,Exports,St Clair,MidWest,52086.94452,1838719.243,6036529.57,4619321.68,2.98,2.41,2.49917
11/01/2020,Exports,St Stephen,East,141,4977.435625,0,0,0,0,0
11/01/2020,Exports,Total,Total,5952613.42,210132979.4,747704491.5,572164441,3.19,2.57,2.66509
11/01/2020,Imports,Chippawa,East,116599.9772,4116091.352,14359990.31,10988667.21,3.25,2.62,2.71694
11/01/2020,Imports,Courtright,MidWest,341187.6624,12044252.67,42132337.8,32240846.19,3.13,2.53,2.62361
11/01/2020,Imports,Emerson,MidWest,9541.381475,336819.9437,1036845.26,793423.07,2.82,2.28,2.36436
11/01/2020,Imports,Huntingdon,West,79441.98294,2804378.411,11636334.28,8904449.25,3.77,3.04,3.15248
11/01/2020,Imports,Iroquois,East,49725.17768,1755346.602,4950785.1,3788479.57,2.58,2.08,2.15696
11/01/2020,Imports,Niagara Falls,East,499030.1993,17616246.04,46576305.78,35641495.09,2.44,1.97,2.04289
11/01/2020,Imports,North Portal,MidWest,2851.3,100653.6326,349606.73,267528.87,2.54,2.05,2.12585
11/01/2020,Imports,Ojibway (Windsor),MidWest,53336.84994,1882842.107,8844956.43,6768408.65,4.17,3.37,3.49469
11/01/2020,Imports,Sarnia,MidWest,8181.2,288804.2293,1098832.05,840857.09,3.45,2.79,2.89323
11/01/2020,Imports,St Clair,MidWest,809766.2364,28585527.04,98637691.23,75480326.93,3.11,2.51,2.60287
11/01/2020,Imports,St Stephen,East,101730.6837,3591190.987,14119073.54,10804310.94,3.59,2.9,3.0073
11/01/2020,Imports,Total,Total,2071392.651,73122153.02,243742758.5,186518792.9,3.03,2.44,2.53028
12/01/2020,Exports,Aden,MidWest,5923,209087.5972,535158.94,417831.78,2.49,2.05,2.12585
12/01/2020,Exports,Brunswick,East,114102.3594,4027923.04,22772387.09,17779815.03,5.05,4.16,4.31392
12/01/2020,Exports,Cardston,MidWest,10149.713,358294.6317,1002853.95,782990.28,2.63,2.17,2.25029
12/01/2020,Exports,Chippawa,East,47963.97524,1693174.461,5270317.42,4114863.69,2.94,2.42,2.50954
12/01/2020,Exports,Cornwall,East,14700.8579,518954.4243,2948369.15,2301974.66,5.15,4.25,4.40725
12/01/2020,Exports,Courtright,MidWest,33125.51,1169362.366,3912194.72,3054493.07,2.97,2.45,2.54065
12/01/2020,Exports,Coutts,MidWest,15875.8546,560432.9381,1457206.15,1137731.22,2.44,2.01,2.08437
12/01/2020,Exports,East Hereford,East,176740.1735,6239098.128,32347956.2,25256055.75,4.75,3.91,4.05467
12/01/2020,Exports,Elmore,MidWest,1358970.819,47972977.09,146751529,114578020.8,2.6,2.14,2.21918
12/01/2020,Exports,Emerson,MidWest,957275.7011,33792753.03,110801691.4,86509752.81,2.99,2.46,2.55102
12/01/2020,Exports,Highwater,East,50853.266,1795169.205,10327951.5,8063672.31,5.28,4.35,4.51095
12/01/2020,Exports,Huntingdon,West,1042015.39,36784145.57,155964205.5,121770928.8,3.78,3.11,3.22507
12/01/2020,Exports,Iroquois,East,683289.4236,24120773.89,98984065.57,77282999.35,3.77,3.1,3.2147
12/01/2020,Exports,Kingsgate,West,2105541.41,74327637.06,257525140.4,201065849.8,3.18,2.62,2.71694
12/01/2020,Exports,Monchy,MidWest,658283.6721,23238046.81,76996158.68,60115676.67,2.98,2.46,2.55102
12/01/2020,Exports,Napierville,East,9368.811,330728.04,1272137.92,993236.98,3.49,2.87,2.97619
12/01/2020,Exports,Niagara Falls,East,40838.758,1441647.439,0,0,0,0,0
12/01/2020,Exports,North Portal,MidWest,51,1800.349056,5102,3983.45,2.5,2.06,2.13622
12/01/2020,Exports,Philipsburg,East,45850.8,1618577.343,6193182,4835401.31,3.46,2.85,2.95545
12/01/2020,Exports,Sprague,MidWest,12532.34,442403.6566,1718214.34,1341516.51,3.55,2.92,3.02804
