Date,Flow,Port,Region,Volume (10^3 m3),Volume (MCF),Value (CN$),Value (US$),Price (CN$/GJ),Price (US$/MMBTU),Price (US$/kCF)
01/01/1985,Exports,Aden,MidWest,26265.9,927211.5347,3726834,2815167.57,3.89,3.1,3.2147
01/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
01/01/1985,Exports,Cornwall,East,31849.5,1124317.985,5734681,4331850.57,4.79,3.82,3.96134
01/01/1985,Exports,Emerson,MidWest,415051,14651699.53,68498640,51742350.22,4.39,3.5,3.6295
01/01/1985,Exports,Fort Frances,East,11125.9,392754.9718,1996382,1508022.59,4.78,3.81,3.95097
01/01/1985,Exports,Huntingdon,West,441202,15574854.98,0,0,0,0,0
01/01/1985,Exports,Kingsgate,West,1203424.5,42482042.4,177162973,133824972.2,3.88,3.09,3.20433
01/01/1985,Exports,Monchy,MidWest,616157.6,21750955.95,0,0,0,0,0
01/01/1985,Exports,Niagara Falls,East,96414.2,3403513.999,0,0,0,0,0
01/01/1985,Exports,Ojibway (Windsor),MidWest,1557.5,54981.24813,322752,243799.69,5.43,4.33,4.49021
01/01/1985,Exports,Philipsburg,East,22520.8,795005.9023,4199295,3172054.11,4.96,3.96,4.10652
01/01/1985,Exports,Reagan Field,MidWest,244.9,8645.205565,44094,33307.63,3.89,3.1,3.2147
01/01/1985,Exports,Sprague,MidWest,1574.3,55574.30429,321016,242488.35,5.43,4.33,4.49021
01/01/1985,Exports,Total,Total,2867388.5,101221572.1,424366543,320557054.7,3.9,3.11,3.22507
01/01/1985,Imports,Coutts,MidWest,832.2,29377.46048,0,0,0,0,0
01/01/1985,Imports,Total,Total,832.2,29377.46048,126335,95430.65,4.05,3.23,3.34951
02/01/1985,Exports,Aden,MidWest,23179.2,818248.0556,3354066,2478993.64,3.98,3.1,3.2147
02/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
02/01/1985,Exports,Cornwall,East,25841,912212.156,4889715,3613993.4,5.02,3.91,4.05467
02/01/1985,Exports,Emerson,MidWest,517526.4,18269179.72,86634857,64031912.17,4.44,3.46,3.58802
02/01/1985,Exports,Fort Frances,East,9184,324204.0339,1516479,1120831.19,4.38,3.42,3.54654
02/01/1985,Exports,Huntingdon,West,370502,13079076.98,0,0,0,0,0
02/01/1985,Exports,Kingsgate,West,934797.2,32999240.32,144308796,106658780,4.06,3.16,3.27692
02/01/1985,Exports,Monchy,MidWest,683010.6,24110931.15,0,0,0,0,0
02/01/1985,Exports,Niagara Falls,East,83956.8,2963755.796,0,0,0,0,0
02/01/1985,Exports,Ojibway (Windsor),MidWest,1537.8,54285.81918,326054,240986.85,5.55,4.33,4.49021
02/01/1985,Exports,Philipsburg,East,17900.5,631904.8681,3423460,2530282.82,5.07,3.96,4.10652
02/01/1985,Exports,Reagan Field,MidWest,114,4024.309654,20979,15505.6,3.98,3.1,3.2147
02/01/1985,Exports,Sprague,MidWest,1382.9,48817.70018,255794,189057.61,4.91,3.83,3.97171
02/01/1985,Exports,Total,Total,2668932.8,94215895.03,410022250,303047867.9,4.04,3.15,3.26655
02/01/1985,Imports,Coutts,MidWest,796.3,28110.15595,0,0,0,0,0
02/01/1985,Imports,Total,Total,796.3,28110.15595,118877,87862.11,3.98,3.1,3.2147
03/01/1985,Exports,Aden,MidWest,16750.7,591315.8222,2479377,1792203.5,4.07,3.1,3.2147
03/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
03/01/1985,Exports,Cornwall,East,25489.5,899803.8679,4860261,3513211.91,5.07,3.87,4.01319
03/01/1985,Exports,Emerson,MidWest,603414.4,21301108.73,102170630,73853456.38,4.51,3.44,3.56728
03/01/1985,Exports,Fort Frances,East,8413.3,296997.5826,1167274,843757.34,3.69,2.82,2.92434
03/01/1985,Exports,Huntingdon,West,235865.5,8326279.024,0,0,0,0,0
03/01/1985,Exports,Kingsgate,West,1086605.9,38358233.46,171740406.1,124141571.7,4.15,3.16,3.27692
03/01/1985,Exports,Monchy,MidWest,391869.9,13833384.4,62111373.08,44896851.3,4.22,3.21,3.32877
03/01/1985,Exports,Niagara Falls,East,71663.5,2529790.482,0,0,0,0,0
03/01/1985,Exports,Ojibway (Windsor),MidWest,1478.6,52196.00224,317609,229581.85,5.67,4.33,4.49021
03/01/1985,Exports,Philipsburg,East,16962.7,598799.6261,3306677,2390212.58,5.19,3.96,4.10652
03/01/1985,Exports,Reagan Field,MidWest,294.2,10385.54299,55355,40013.05,4.07,3.1,3.2147
03/01/1985,Exports,Sprague,MidWest,963,33994.82629,158632,114666.24,4.38,3.34,3.46358
03/01/1985,Exports,Total,Total,2459771.6,86832303.49,400459372,289469769.9,4.29,3.27,3.39099
03/01/1985,Imports,Coutts,MidWest,588.4,20771.08597,0,0,0,0,0
03/01/1985,Imports,Total,Total,588.4,20771.08597,89106.11,64409.84,4.04,3.08,3.19396
04/01/1985,Exports,Aden,MidWest,22678.5,800572.864,3326371,2437080.37,4.01,3.1,3.2147
04/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
04/01/1985,Exports,Cornwall,East,19753.2,697306.9602,3702902,2712947.47,4.99,3.86,4.00282
04/01/1985,Exports,Emerson,MidWest,615696.9,21734692.8,98789391,72378482.67,4.27,3.3,3.4221
04/01/1985,Exports,Fort Frances,East,7942.1,280363.7694,1175474,861216.21,3.94,3.05,3.16285
04/01/1985,Exports,Huntingdon,West,130515.3,4607315.63,0,0,0,0,0
04/01/1985,Exports,Kingsgate,West,883443.6,31186408.85,136808769.6,100233547.9,4.09,3.16,3.27692
04/01/1985,Exports,Monchy,MidWest,291240.3,10281062.73,0,0,0,0,0
04/01/1985,Exports,Niagara Falls,East,76338.3,2694815.418,0,0,0,0,0
04/01/1985,Exports,Ojibway (Windsor),MidWest,1064,37560.22344,225853,165472.2,5.6,4.33,4.49021
04/01/1985,Exports,Philipsburg,East,12028.9,424631.7404,2312057,1693938.75,5.12,3.96,4.10652
04/01/1985,Exports,Reagan Field,MidWest,248.1,8758.168643,46055,33742.4,4.01,3.1,3.2147
04/01/1985,Exports,Sprague,MidWest,560.8,19796.77942,91094,66740.42,4.33,3.34,3.46358
04/01/1985,Exports,Total,Total,2061510.4,72773300.05,329390599,241329473.9,4.23,3.27,3.39099
04/01/1985,Imports,Coutts,MidWest,322.4,11381.03011,0,0,0,0,0
04/01/1985,Imports,Total,Total,322.4,11381.03011,48428.39,35481.27,4.01,3.1,3.2147
05/01/1985,Exports,Aden,MidWest,11761.9,415206.3835,1743937,1267701.78,4.05,3.11,3.22507
05/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
05/01/1985,Exports,Cornwall,East,15263.1,538802.1113,2913346,2117767.96,5.08,3.9,4.0443
05/01/1985,Exports,Emerson,MidWest,575792.9,20326043.21,91418307,66453748.32,4.23,3.24,3.35988
05/01/1985,Exports,Fort Frances,East,5973.2,210859.7055,958629,696846.1,4.27,3.28,3.40136
05/01/1985,Exports,Huntingdon,West,97191.8,3430964.027,0,0,0,0,0
05/01/1985,Exports,Kingsgate,West,873229.7,30825848.35,136181569.7,98993036,4.12,3.16,3.27692
05/01/1985,Exports,Monchy,MidWest,332077.7,11722662.23,0,0,0,0,0
05/01/1985,Exports,Niagara Falls,East,96721.1,3414347.864,0,0,0,0,0
05/01/1985,Exports,Ojibway (Windsor),MidWest,2427.7,85700.14516,516342,375339.06,5.64,4.33,4.49021
05/01/1985,Exports,Philipsburg,East,8571.1,302568.0744,1678520,1220148.89,5.21,4,4.148
05/01/1985,Exports,Reagan Field,MidWest,303,10696.19145,56691,41209.79,4.04,3.1,3.2147
05/01/1985,Exports,Sprague,MidWest,313.9,11080.97193,51403,37365.84,4.36,3.34,3.46358
05/01/1985,Exports,Total,Total,2019627.5,71294793.39,319048155.6,231922319.8,4.19,3.21,3.32877
05/01/1985,Imports,Coutts,MidWest,36.3,1281.424916,0,0,0,0,0
05/01/1985,Imports,Total,Total,36.3,1281.424916,5443.36,3956.88,4,3.07,3.18359
06/01/1985,Exports,Aden,MidWest,10399.3,367105.2929,1518385,1110490.67,4.02,3.1,3.2147
06/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
06/01/1985,Exports,Cornwall,East,12761.3,450486.1648,2394612,1751330.72,5,3.86,4.00282
06/01/1985,Exports,Emerson,MidWest,456925.2,16129899.07,74793450,54701165.06,4.36,3.37,3.49469
06/01/1985,Exports,Fort Frances,East,5847.5,206422.3746,938158,686134.09,4.27,3.3,3.4221
06/01/1985,Exports,Huntingdon,West,98622.7,3481476.173,0,0,0,0,0
06/01/1985,Exports,Kingsgate,West,835308.3,29487186.46,128514628.1,93990849.24,4.06,3.13,3.24581
06/01/1985,Exports,Monchy,MidWest,235963.9,8329752.639,0,0,0,0,0
06/01/1985,Exports,Niagara Falls,East,98063.8,3461746.466,0,0,0,0,0
06/01/1985,Exports,Ojibway (Windsor),MidWest,1857.1,65557.41631,392553,287098.76,5.61,4.33,4.49021
06/01/1985,Exports,Philipsburg,East,6512.9,229911.6346,1266760,926461.45,5.18,4,4.148
06/01/1985,Exports,Reagan Field,MidWest,348,12284.73473,64712,47327.97,4.02,3.1,3.2147
06/01/1985,Exports,Sprague,MidWest,274.2,9679.523748,44590,32611.48,4.33,3.34,3.46358
06/01/1985,Exports,Total,Total,1762884.6,62231522.06,284275876.2,207908869.4,4.26,3.28,3.40136
06/01/1985,Imports,Coutts,MidWest,108.5,3830.154364,0,0,0,0,0
06/01/1985,Imports,Total,Total,108.5,3830.154364,16044.4,11734.28,3.94,3.04,3.15248
07/01/1985,Exports,Aden,MidWest,10590.7,373861.897,1534558,1134658.08,3.98,3.1,3.2147
07/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
07/01/1985,Exports,Cornwall,East,11415,402960.4799,2143930,1585230.07,4.99,3.89,4.03393
07/01/1985,Exports,Emerson,MidWest,357536.2,12621371.77,61072085,45156934.07,4.54,3.54,3.67098
07/01/1985,Exports,Fort Frances,East,5521.7,194921.3212,894204,661177.87,4.3,3.36,3.48432
07/01/1985,Exports,Huntingdon,West,97501.7,3441903.795,0,0,0,0,0
07/01/1985,Exports,Kingsgate,West,908530.3,32071993.49,139004952.1,102780795.2,4.03,3.14,3.25618
07/01/1985,Exports,Monchy,MidWest,125202.4,4419765.15,0,0,0,0,0
07/01/1985,Exports,Niagara Falls,East,101468.4,3581932.12,0,0,0,0,0
07/01/1985,Exports,Ojibway (Windsor),MidWest,0.1,3.530096188,0,0,0,0,0
07/01/1985,Exports,Philipsburg,East,5982.6,211191.5345,1154304,853496.81,5.13,4,4.148
07/01/1985,Exports,Reagan Field,MidWest,524.2,18504.76422,96418,71291.84,3.98,3.1,3.2147
07/01/1985,Exports,Sprague,MidWest,208.9,7374.370937,33698,24916.43,4.29,3.34,3.46358
07/01/1985,Exports,Total,Total,1624482.6,57345798.34,260676609.6,192745285.7,4.24,3.31,3.43247
07/01/1985,Imports,Coutts,MidWest,149,5259.84332,0,0,0,0,0
07/01/1985,Imports,Total,Total,149,5259.84332,22479.38,16621.34,4.02,3.14,3.25618
08/01/1985,Exports,Aden,MidWest,13249.6,467723.6245,1921290,1415495.03,3.99,3.1,3.2147
08/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
08/01/1985,Exports,Cornwall,East,11281.2,398237.2112,2160518,1591744.34,5.07,3.94,4.08578
08/01/1985,Exports,Emerson,MidWest,451889.7,15952141.07,74073566,54573106.75,4.34,3.37,3.49469
08/01/1985,Exports,Fort Frances,East,5503.4,194275.3136,878882,647509.28,4.23,3.29,3.41173
08/01/1985,Exports,Huntingdon,West,101136.3,3570208.671,0,0,0,0,0
08/01/1985,Exports,Kingsgate,West,860962.6,30392807.92,133381393.6,98267673.93,4.12,3.2,3.3184
08/01/1985,Exports,Monchy,MidWest,163346.3,5766281.51,0,0,0,0,0
08/01/1985,Exports,Niagara Falls,East,101381.9,3578878.587,0,0,0,0,0
08/01/1985,Exports,Ojibway (Windsor),MidWest,1599.9,56478.00891,334344,246325.27,5.57,4.33,4.49021
08/01/1985,Exports,Philipsburg,East,6361.1,224552.9486,1259115,927642.9,5.24,4.07,4.22059
08/01/1985,Exports,Reagan Field,MidWest,313.8,11077.44184,57927,42677.25,3.99,3.1,3.2147
08/01/1985,Exports,Sprague,MidWest,247.2,8726.397777,40172,29596.4,4.3,3.34,3.46358
08/01/1985,Exports,Total,Total,1717273.4,60621402.83,274741239.5,202413408.7,4.24,3.3,3.4221
08/01/1985,Imports,Coutts,MidWest,22.6,797.8017385,0,0,0,0,0
08/01/1985,Imports,Total,Total,22.6,797.8017385,3394.73,2501.04,4.01,3.11,3.22507
09/01/1985,Exports,Aden,MidWest,13004,459053.7083,1889577,1379011.71,4.02,3.1,3.2147
09/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
09/01/1985,Exports,Cornwall,East,12022.6,424409.3443,2338051,1706307.65,5.17,3.98,4.12726
09/01/1985,Exports,Emerson,MidWest,484769.3,17112822.58,78195395,57066933.53,4.29,3.3,3.4221
09/01/1985,Exports,Fort Frances,East,5971.2,210789.1036,927275,676724.52,4.13,3.18,3.29766
09/01/1985,Exports,Huntingdon,West,97494.9,3441663.748,0,0,0,0,0
09/01/1985,Exports,Kingsgate,West,785541.5,27730370.55,122025750.4,89054290.05,4.13,3.18,3.29766
09/01/1985,Exports,Monchy,MidWest,208401.6,7356776.937,0,0,0,0,0
09/01/1985,Exports,Niagara Falls,East,96338.1,3400827.596,0,0,0,0,0
09/01/1985,Exports,Ojibway (Windsor),MidWest,813.4,28713.80239,171343,125045.98,5.62,4.33,4.49021
09/01/1985,Exports,Philipsburg,East,6668.8,235415.0546,1325635,967447.31,5.29,4.07,4.22059
09/01/1985,Exports,Reagan Field,MidWest,366.2,12927.21224,68049,49662.1,4.02,3.1,3.2147
09/01/1985,Exports,Sprague,MidWest,439.7,15521.83294,71731,52349.22,4.34,3.34,3.46358
09/01/1985,Exports,Total,Total,1711831.7,60429305.59,272944387.1,199194584.3,4.24,3.26,3.38062
09/01/1985,Imports,Coutts,MidWest,65.9,2326.333388,0,0,0,0,0
09/01/1985,Imports,Total,Total,65.9,2326.333388,9880.4,7210.71,4,3.08,3.19396
10/01/1985,Exports,Aden,MidWest,24482.2,864245.209,3567290,2610487.13,4.01,3.09,3.20433
10/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
10/01/1985,Exports,Cornwall,East,15520.6,547892.109,2956822,2163756.18,5.06,3.91,4.05467
10/01/1985,Exports,Emerson,MidWest,526864.2,18598813.04,83525019,61122304.93,4.21,3.25,3.37025
10/01/1985,Exports,Fort Frances,East,7543.2,266282.2157,1100479,805313.35,3.88,2.99,3.10063
10/01/1985,Exports,Huntingdon,West,172771.3,6098993.075,0,0,0,0,0
10/01/1985,Exports,Kingsgate,West,948199.6,33472357.93,137451828.4,100585102.2,3.83,2.96,3.06952
10/01/1985,Exports,Monchy,MidWest,273388.9,9650891.137,40559036.11,29680469.43,3.96,3.05,3.16285
10/01/1985,Exports,Niagara Falls,East,97304.1,3434928.325,0,0,0,0,0
10/01/1985,Exports,Ojibway (Windsor),MidWest,913.4,32243.89858,194464,142305.72,5.6,4.33,4.49021
10/01/1985,Exports,Philipsburg,East,10196,359928.6073,2023755,1480952.31,5.28,4.07,4.22059
10/01/1985,Exports,Reagan Field,MidWest,368.5,13008.40445,68290,49973.56,4.01,3.1,3.2147
10/01/1985,Exports,Sprague,MidWest,735.8,25974.44775,119858,87710.21,4.33,3.34,3.46358
10/01/1985,Exports,Total,Total,2078288.2,73365572.53,311589297.7,228016183.6,3.97,3.07,3.18359
10/01/1985,Imports,Coutts,MidWest,281,9919.570288,0,0,0,0,0
10/01/1985,Imports,Total,Total,281,9919.570288,42195.12,30877.73,4,3.09,3.20433
11/01/1985,Exports,Aden,MidWest,25835.5,912018.0007,3822089,2776641.74,4.04,3.1,3.2147
11/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
11/01/1985,Exports,Cornwall,East,20730.4,731803.0602,3939764,2862129.36,5.07,3.88,4.02356
11/01/1985,Exports,Emerson,MidWest,166787.8,5887769.77,39222130.42,28493790.78,6.27,4.81,4.98797
11/01/1985,Exports,Fort Frances,East,8563.8,302310.3774,1237362,898909.2,3.85,2.95,3.05915
11/01/1985,Exports,Huntingdon,West,424435,14982963.76,0,0,0,0,0
11/01/1985,Exports,Kingsgate,West,1089488.5,38459992.01,145098928,105410350,3.5,2.69,2.78953
11/01/1985,Exports,Monchy,MidWest,336573.9,11881382.41,0,0,0,0,0
11/01/1985,Exports,Niagara Falls,East,98558.8,3479220.442,0,0,0,0,0
11/01/1985,Exports,Philipsburg,East,14068.9,496645.7026,2549261,1851967.47,4.83,3.7,3.8369
11/01/1985,Exports,Reagan Field,MidWest,306.4,10816.21472,57199,41553.49,4.04,3.1,3.2147
11/01/1985,Exports,Sprague,MidWest,1317.7,46516.07747,278953,202651.62,5.65,4.33,4.49021
11/01/1985,Exports,Total,Total,2186667.1,77191451.94,316856614.9,230187549.6,3.81,2.92,3.02804
11/01/1985,Imports,Coutts,MidWest,1021,36042.28208,0,0,0,0,0
11/01/1985,Imports,Total,Total,1021,36042.28208,155659.85,113082.57,4.07,3.12,3.23544
12/01/1985,Exports,Aden,MidWest,25919.5,914983.2815,3770165,2702811.3,4.01,3.03,3.14211
12/01/1985,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
12/01/1985,Exports,Cornwall,East,25697.4,907142.9378,4988631,3576323.12,5.17,3.91,4.05467
12/01/1985,Exports,Emerson,MidWest,514435.9,18160082.1,77603083.94,55633239.5,4.01,3.04,3.15248
12/01/1985,Exports,Fort Frances,East,10083,355939.5986,1458774,1045787.35,3.85,2.91,3.01767
12/01/1985,Exports,Huntingdon,West,533429.5,18830574.45,67361902.4,48291390.74,3.25,2.46,2.55102
12/01/1985,Exports,Kingsgate,West,1244001.7,43914456.59,167085262.7,119782539.1,3.53,2.67,2.76879
12/01/1985,Exports,Monchy,MidWest,515443.6,18195654.88,0,0,0,0,0
12/01/1985,Exports,Niagara Falls,East,104636.5,3693769.098,0,0,0,0,0
12/01/1985,Exports,Philipsburg,East,19799.4,698937.8647,3694412,2648504.38,4.97,3.76,3.89912
12/01/1985,Exports,Reagan Field,MidWest,269.4,9510.079131,49843,35732.18,4,3.03,3.14211
12/01/1985,Exports,Sprague,MidWest,1701.8,60075.17693,365777,262223.59,5.72,4.33,4.49021
12/01/1985,Exports,Total,Total,2995418.1,105741140.2,412205782,295508140,3.62,2.74,2.84138
12/01/1985,Imports,Coutts,MidWest,828.7,29253.90711,0,0,0,0,0
12/01/1985,Imports,Total,Total,828.7,29253.90711,123821.31,88766.84,3.98,3.01,3.12137
01/01/1986,Exports,Aden,MidWest,26886.1,949105.1912,3874924,2754860.39,3.93,2.95,3.05915
01/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
01/01/1986,Exports,Cornwall,East,27850.9,983163.5592,5468002,3887452.27,5.25,3.93,4.07541
01/01/1986,Exports,Emerson,MidWest,662088.5,23372360.9,91459602.53,65022807.12,3.69,2.77,2.87249
01/01/1986,Exports,Fort Frances,East,10621.6,374952.6967,1531534,1088837.44,3.85,2.89,2.99693
01/01/1986,Exports,Huntingdon,West,461668.8,16297352.71,58042717.08,41265217.57,3.25,2.43,2.51991
01/01/1986,Exports,Kingsgate,West,1007330.3,35559728.52,137971653.7,98090347.86,3.63,2.72,2.82064
01/01/1986,Exports,Monchy,MidWest,465550,16434362.8,0,0,0,0,0
01/01/1986,Exports,Niagara Falls,East,82576.7,2915036.939,0,0,0,0,0
01/01/1986,Exports,Philipsburg,East,20213.4,713552.4629,3681930,2617652.14,4.87,3.65,3.78505
01/01/1986,Exports,Reagan Field,MidWest,270.4,9545.380093,49123,34923.78,3.93,2.95,3.05915
01/01/1986,Exports,Sprague,MidWest,1532.5,54098.72408,331008,235328.7,5.77,4.33,4.49021
01/01/1986,Exports,Total,Total,2766589.6,97663274.01,378689010.8,269227307.2,3.63,2.72,2.82064
01/01/1986,Imports,Coutts,MidWest,640.6,22613.79618,0,0,0,0,0
01/01/1986,Imports,Total,Total,640.6,22613.79618,95540.61,67924.18,3.98,2.98,3.09026
02/01/1986,Exports,Aden,MidWest,23840.2,841581.9914,3427716,2442271.61,3.92,2.95,3.05915
02/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
02/01/1986,Exports,Cornwall,East,24586.8,867937.6896,4795254,3416652,5.22,3.92,4.06504
02/01/1986,Exports,Emerson,MidWest,550702.1,19440313.84,76301935.88,54365662.78,3.71,2.79,2.89323
02/01/1986,Exports,Fort Frances,East,9187.5,324327.5873,1353750,964556.34,3.94,2.96,3.06952
02/01/1986,Exports,Huntingdon,West,338134.4,11936469.56,44020320.64,31364786.22,3.35,2.52,2.61324
02/01/1986,Exports,Kingsgate,West,730723.4,25795238.89,103402742.8,73675177.18,3.75,2.82,2.92434
02/01/1986,Exports,Monchy,MidWest,332730.8,11745717.29,0,0,0,0,0
02/01/1986,Exports,Niagara Falls,East,32492.6,1147020.034,0,0,0,0,0
02/01/1986,Exports,Philipsburg,East,19324.3,682166.3777,3253525,2318159.31,4.51,3.39,3.51543
02/01/1986,Exports,Reagan Field,MidWest,178.1,6287.101311,32285,23003.29,3.92,2.95,3.05915
02/01/1986,Exports,Sprague,MidWest,1358.8,47966.947,236672,168630.45,4.66,3.5,3.6295
02/01/1986,Exports,Total,Total,2063259.4,72835041.43,288754521.2,205739615.2,3.71,2.79,2.89323
02/01/1986,Imports,Coutts,MidWest,917.1,32374.51214,0,0,0,0,0
02/01/1986,Imports,Total,Total,917.1,32374.51214,133979.51,95461.34,3.91,2.94,3.04878
03/01/1986,Exports,Aden,MidWest,21229.3,749414.7101,2829043,2019453.99,3.63,2.73,2.83101
03/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
03/01/1986,Exports,Cornwall,East,21878.1,772317.9741,4285623,3059203.58,5.24,3.95,4.09615
03/01/1986,Exports,Emerson,MidWest,386806.4,13654637.98,58610990.77,41838246.81,4.06,3.06,3.17322
03/01/1986,Exports,Fort Frances,East,9096.6,321118.7298,1316914,940051.9,3.88,2.92,3.02804
03/01/1986,Exports,Huntingdon,West,157597.3,5563336.28,23223164.1,16577376.68,3.86,2.9,3.0073
03/01/1986,Exports,Kingsgate,West,661362.7,23346739.46,91719900.22,65472358.9,3.68,2.77,2.87249
03/01/1986,Exports,Monchy,MidWest,232526.2,8208398.522,0,0,0,0,0
03/01/1986,Exports,Niagara Falls,East,35937.8,1268638.908,0,0,0,0,0
03/01/1986,Exports,Philipsburg,East,16877.6,595795.5142,2552071,1821743.24,4.05,3.05,3.16285
03/01/1986,Exports,Reagan Field,MidWest,300.6,10611.46914,48716,34774.91,3.44,2.59,2.68583
03/01/1986,Exports,Sprague,MidWest,944,33324.10802,156522,111730,4.44,3.34,3.46358
03/01/1986,Exports,Total,Total,1544557,54524347.78,223648106.3,159646587.6,3.85,2.9,3.0073
03/01/1986,Imports,Coutts,MidWest,115.1,4063.140712,14663,10466.88,3.47,2.61,2.70657
03/01/1986,Imports,Ojibway (Windsor),MidWest,19881.9,701850.194,2443525,1744259.92,3.28,2.47,2.56139
03/01/1986,Imports,Total,Total,19997,705913.3347,2458188,1754726.8,3.28,2.47,2.56139
04/01/1986,Exports,Aden,MidWest,12554.9,443200.0463,1284423,925698.14,2.78,2.11,2.18807
04/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
04/01/1986,Exports,Cornwall,East,16611,586384.2778,2494250,1797634.1,4.02,3.05,3.16285
04/01/1986,Exports,Emerson,MidWest,237483.1,8383381.86,40910377.37,29484570.34,4.61,3.5,3.6295
04/01/1986,Exports,Fort Frances,East,7634.6,269508.7236,1158180,834713.39,4.06,3.09,3.20433
04/01/1986,Exports,Huntingdon,West,119314.9,4211930.737,0,0,0,0,0
04/01/1986,Exports,Kingsgate,West,606737,21418399.71,76157676.66,54887696.43,3.34,2.54,2.63398
04/01/1986,Exports,Monchy,MidWest,161870.7,5714191.41,0,0,0,0,0
04/01/1986,Exports,Niagara Falls,East,30350.8,1071412.434,0,0,0,0,0
04/01/1986,Exports,Philipsburg,East,10487.7,370225.8979,1387253,999808.88,3.54,2.69,2.78953
04/01/1986,Exports,Reagan Field,MidWest,319.7,11285.71751,41876,30180.51,2.78,2.11,2.18807
04/01/1986,Exports,Sprague,MidWest,621.7,21946.608,102180,73642.28,4.4,3.34,3.46358
04/01/1986,Exports,Total,Total,1203986.5,42501881.54,168177215.5,121207215.8,3.72,2.83,2.93471
04/01/1986,Imports,Coutts,MidWest,147.9,5221.012262,15202.57,10956.66,2.78,2.12,2.19844
04/01/1986,Imports,Ojibway (Windsor),MidWest,35928.7,1268317.669,4288468,3090747.25,3.18,2.42,2.50954
04/01/1986,Imports,Total,Total,36076.6,1273538.681,4303670.57,3101703.91,3.18,2.42,2.50954
05/01/1986,Exports,Aden,MidWest,14110.4,498110.6925,1428590,1038719.13,2.75,2.11,2.18807
05/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
05/01/1986,Exports,Cornwall,East,13696.3,483492.5642,1944347,1413722.92,3.79,2.91,3.01767
05/01/1986,Exports,Emerson,MidWest,255290.9,9012014.329,39007369.97,28362022.38,4.08,3.13,3.24581
05/01/1986,Exports,Fort Frances,East,6615.2,233522.923,1048658,762472.88,4.23,3.25,3.37025
05/01/1986,Exports,Huntingdon,West,171522.8,6054919.824,0,0,0,0,0
05/01/1986,Exports,Kingsgate,West,789925.6,27885133.49,88014830.03,63995049.68,2.96,2.27,2.35399
05/01/1986,Exports,Monchy,MidWest,103651.8,3659008.241,0,0,0,0,0
05/01/1986,Exports,Niagara Falls,East,92072.2,3250237.222,0,0,0,0,0
05/01/1986,Exports,Philipsburg,East,8430.8,297615.3494,1038083,754783.86,3.29,2.52,2.61324
05/01/1986,Exports,Reagan Field,MidWest,251.8,8888.782202,32734,23800.69,2.76,2.12,2.19844
05/01/1986,Exports,Sprague,MidWest,378.1,13347.29369,61822,44950.4,4.36,3.35,3.47395
05/01/1986,Exports,Total,Total,1455946.3,51396304.84,178046873.5,129456803,3.25,2.49,2.58213
05/01/1986,Imports,Coutts,MidWest,87.6,3092.364261,9166.86,6665.17,2.84,2.18,2.26066
05/01/1986,Imports,Ojibway (Windsor),MidWest,39293.1,1387084.225,4119952,2995592.14,2.8,2.14,2.21918
05/01/1986,Imports,Total,Total,39380.7,1390176.59,4129118.86,3002257.31,2.8,2.14,2.21918
06/01/1986,Exports,Aden,MidWest,12039.3,424998.8704,1240048,892310.39,2.78,2.11,2.18807
06/01/1986,Exports,Cardston,MidWest,0.4,14.12038475,0,0,0,0,0
06/01/1986,Exports,Cornwall,East,9773.6,345017.481,1438764,1035301.92,3.94,2.99,3.10063
06/01/1986,Exports,Emerson,MidWest,152736.7,5391752.424,32283773.71,23230670.74,5.65,4.29,4.44873
06/01/1986,Exports,Fort Frances,East,5669.8,200149.3937,840416,604744.28,3.96,3.01,3.12137
06/01/1986,Exports,Huntingdon,West,117625.8,4152303.882,0,0,0,0,0
06/01/1986,Exports,Kingsgate,West,760546.4,26848019.47,84840815.49,61049525,2.96,2.25,2.33325
06/01/1986,Exports,Monchy,MidWest,91270.3,3221929.381,0,0,0,0,0
06/01/1986,Exports,Niagara Falls,East,92394,3261597.072,0,0,0,0,0
06/01/1986,Exports,Philipsburg,East,6862.4,242249.3208,781008,561995.63,3.04,2.31,2.39547
