"Status","Gas Day Start","Gas in storage (TWh)","Full (%)","Trend (%)","Injection (GWh/d)","Withdrawal (GWh/d)","Working gas volume (TWh)","Injection capacity (GWh/d)","Withdrawal capacity (GWh/d)"
"E","2020-05-02","717.6448","63.65","0.37","4553.18","364.8","1127.559","11888.84","19761.35"
"E","2020-05-01","713.5693","63.28","0.38","4770.04","530.8","1127.559","11889.26","19760.25"
"E","2020-04-30","707.2432","62.7","0.38","4639.97","321","1127.8995","11858.15","19904.21"
"E","2020-04-29","703.758","62.4","0.31","3929.33","413.6","1127.8995","11858.43","19903.47"
"E","2020-04-28","700.2238","62.08","0.26","3513.45","592.8","1127.8995","11905.43","19902.96"
"E","2020-04-27","697.2691","61.82","0.3","3641.93","281","1127.8995","11905.69","19902.26"
"E","2020-04-26","693.9393","61.53","0.36","4311.83","211.1","1127.8577","11905.35","19900.43"
"E","2020-04-25","689.9436","61.17","0.38","4534.92","223.9","1127.8577","11905.69","19899.53"
"E","2020-04-24","685.7186","60.8","0.37","4274.29","150.4","1127.8577","11906.11","19898.44"
"E","2020-04-23","681.6865","60.44","0.32","3798.62","134.3","1127.8577","11906.42","19897.62"
"E","2020-04-22","671.4265","59.53","0.25","3191.49","329.2","1127.8577","11906.96","19896.2"
"E","2020-04-21","674.2907","59.79","0.35","4145.69","188.5","1127.8577","11907.5","19894.75"
"E","2020-04-20","670.4539","59.44","0.33","4034.05","291.7","1127.8577","11907.99","19893.46"
"E","2020-04-19","667.3801","59.17","0.4","4766.95","220.5","1127.8159","11907.83","19891.15"
"E","2020-04-18","662.9068","58.78","0.38","4599.9","301.9","1127.8159","11908.33","19889.83"
"E","2020-04-17","658.5749","58.39","0.31","3748.55","231.4","1127.8159","11908.65","19888.98"
"E","2020-04-16","655.0984","58.09","0.28","3468.87","285.3","1127.8159","11908.83","19888.52"
"E","2020-04-15","651.8695","57.8","0.21","3017.22","602.1","1127.8159","11908.92","19888.28"
"E","2020-04-14","649.4812","57.59","0.21","2934.74","592.6","1127.8159","11909.15","19887.66"
"E","2020-04-13","646.4421","57.32","0.35","4177.01","197.2","1127.8159","11909.52","19886.7"
"E","2020-04-12","643.3391","57.05","0.44","5093.51","108.9","1127.7513","11909.02","19883.79"
"E","2020-04-11","638.2016","56.59","0.4","4639.15","126.3","1127.7513","11909.43","19882.72"
"E","2020-04-10","633.8867","56.18","0.36","4257.42","176.2","1128.2206","11921.05","19893.35"
"E","2020-04-09","629.9751","55.84","0.34","4050.7","246.5","1128.2206","11921.47","19892.25"
"E","2020-04-08","626.3291","55.51","0.28","3481.76","332.9","1128.2206","11921.79","19891.4"
"E","2020-04-07","623.2682","55.24","0.23","2997.52","415","1128.2206","11922.12","19890.53"
"E","2020-04-06","620.7885","55.02","0.2","2768.42","480","1128.2206","11922.45","19889.66"
"E","2020-04-05","618.5602","54.75","0.22","3037.38","509.7","1129.7358","11923.05","19889.07"
"E","2020-04-04","616.0496","54.53","0.15","2420.49","732.8","1129.7358","11923.15","19888.81"
"E","2020-04-03","614.2992","54.38","0.01","1580.21","1494","1129.7358","11923.19","19888.7"
"E","2020-04-02","614.2383","54.37","-0.05","1238.29","1784.5","1129.7358","11923.24","19888.57"
"E","2020-04-01","614.2589","54.4","-0.07","1827.74","2602.8","1129.0678","11912.01","19861.07"
"E","2020-03-31","613.1286","54.23","-0.3","567.91","3994.4","1130.7009","11949.83","19880.04"
"E","2020-03-30","616.7153","54.53","-0.27","564.72","3631.4","1131.005","11908.76","19894.62"
"E","2020-03-29","618.9135","54.72","-0.1","828.73","1964.8","1131.0188","11908.74","19895.53"
"E","2020-03-28","620.044","54.86","-0.03","928.24","1283.3","1130.1888","11731.2","19624.43"
"E","2020-03-27","620.3886","54.85","-0.13","609.77","2103","1131.0188","11908.58","19895.96"
"E","2020-03-26","621.8789","54.98","-0.24","484.19","3237.8","1131.0188","11908.43","19896.35"
"E","2020-03-25","624.631","55.23","-0.26","462.96","3426.4","1131.0188","11908.28","19896.76"
"E","2020-03-24","627.6074","55.49","-0.24","528.2","3188.3","1131.0183","11907.86","19897.87"
"E","2020-03-23","630.2728","55.73","-0.24","597.81","3279.6","1131.0183","11907.63","19898.47"
"E","2020-03-22","633.0179","55.97","-0.08","1255.52","2205.6","1131.0144","11907.53","19898.5"
"E","2020-03-21","633.9592","56.05","-0.01","1680.54","1754.9","1131.0144","11907.47","19898.65"
"E","2020-03-20","633.4013","56.16","-0.05","1192.31","1783.5","1127.8793","11818.21","19908.33"
"E","2020-03-19","633.9916","56.21","-0.1","867.84","2008.9","1127.8792","11817.53","19910.09"
"E","2020-03-18","635.1211","56.31","-0.1","750.76","1882.7","1127.8792","11816.98","19911.52"
"E","2020-03-17","636.2383","56.41","-0.12","837.82","2209.7","1127.8792","11816.4","19913.05"
"E","2020-03-16","637.6014","56.58","-0.17","739.48","2684.7","1126.9776","11815.61","19915.14"
"E","2020-03-15","639.564","56.75","-0.1","897.11","1979.7","1126.95","11814.49","19916.36"
"E","2020-03-14","640.1276","56.8","-0.14","863.83","2474.2","1126.95","11813.79","19918.2"
"E","2020-03-13","641.7657","56.95","-0.23","391.08","3025.9","1126.95","11827.51","19881.98"
"E","2020-03-12","644.4069","57.18","-0.13","792.26","2250.3","1126.95","11812.49","19921.64"
"E","2020-03-11","645.8519","57.31","-0.14","863.41","2496.5","1126.95","11811.81","19923.44"
"E","2020-03-10","647.4861","57.45","-0.24","530.8","3235.5","1126.95","11811.07","19952.38"
"E","2020-03-09","650.2028","57.7","-0.31","393.61","3866.7","1126.95","11810.36","19954.27"
"E","2020-03-08","654.0404","58.01","-0.15","874.54","2527.2","1127.406","11850.72","20321.66"
"E","2020-03-07","655.6883","58.16","-0.21","576.97","2991.5","1127.406","11850.05","20323.43"
"E","2020-03-06","657.7561","58.34","-0.36","412.33","4479","1127.4059","11848.96","20326.31"
"E","2020-03-05","661.8303","58.7","-0.43","324.86","5190.4","1127.4059","11847.85","20329.23"
"E","2020-03-04","666.7236","59.16","-0.46","271.14","5459.5","1126.9037","11862.73","20355.54"
"E","2020-03-03","671.9324","59.58","-0.42","287.57","5065.6","1127.8037","11796.2","20242.07"
"E","2020-03-02","676.7193","60","-0.42","333.01","5065.7","1127.8037","11796.16","20162.56"
"E","2020-03-01","681.6143","60.44","-0.21","939.01","3343","1127.7821","11795.83","20082.45"
"E","2020-02-29","683.508","60.65","-0.21","1050.66","3389.7","1126.9871","11846.4","20334.17"
"E","2020-02-28","685.8981","60.86","-0.45","488.3","5552.6","1126.9871","11846.41","20248.12"
"E","2020-02-27","691.0086","61.31","-0.56","276.56","6612","1126.9871","11846.22","20186.94"
"E","2020-02-26","697.1792","61.86","-0.51","219.58","6019.7","1126.987","11845.88","20335.53"
"E","2020-02-25","702.9866","62.38","-0.31","440.44","3943.4","1126.987","11845.84","20335.63"
"E","2020-02-24","706.5406","62.69","-0.29","450.26","3752.6","1126.987","11845.75","20335.86"
"E","2020-02-23","709.938","62.99","-0.17","799.54","2664.9","1126.985","11845.74","20335.77"
"E","2020-02-22","711.8234","63.16","-0.21","759.98","3161.7","1126.985","11845.76","20335.7"
"E","2020-02-21","714.2496","63.38","-0.36","521.53","4597.6","1126.985","11845.71","20335.84"
"E","2020-02-20","718.365","63.74","-0.39","402.3","4801.6","1126.9853","11845.67","20335.97"
"E","2020-02-19","722.3028","64.09","-0.42","382.04","5096.9","1126.9852","11845.6","20347.7"
"E","2020-02-18","727.0406","64.51","-0.38","387.97","4656.1","1126.9852","11845.58","20347.73"
"E","2020-02-17","731.3063","64.89","-0.31","353.2","3902.3","1126.9852","11845.59","20347.7"
"E","2020-02-16","734.8711","65.21","-0.15","832.74","2503.2","1126.9852","11845.55","20347.82"
"E","2020-02-15","736.5371","65.35","-0.2","688.95","2946.4","1126.9852","11845.53","20347.88"
"E","2020-02-14","738.7862","65.55","-0.44","213.72","5145.9","1126.9852","11845.15","20348.88"
"E","2020-02-13","743.6719","65.99","-0.53","250.18","6180.4","1126.9852","11844.58","20350.39"
"E","2020-02-12","749.6329","66.52","-0.49","273.21","5803.2","1126.9852","11844.01","20351.87"
"E","2020-02-11","755.2513","67.11","-0.47","219.03","5467.4","1125.4557","11843.65","20352.82"
"E","2020-02-10","760.5115","67.48","-0.38","323.06","4647.2","1126.9852","11843.47","20353.32"
"E","2020-02-09","764.3528","67.82","-0.29","630.5","3865.6","1126.9852","11843.28","20364.82"
"E","2020-02-08","767.5818","68.11","-0.39","466.92","4891.8","1126.9852","11842.95","20365.67"
"E","2020-02-07","772.0954","68.51","-0.52","179.78","6031.4","1126.9852","11842.63","20366.51"
"E","2020-02-06","777.8886","69.02","-0.63","187.67","7306","1126.9852","11888.86","20368.01"
"E","2020-02-05","785.0236","69.66","-0.55","277.45","6509.4","1126.9852","11841.45","20369.63"
"E","2020-02-04","791.2538","70.21","-0.45","247.58","5336","1126.9851","11639.34","20371.05"
"E","2020-02-03","796.3659","70.66","-0.37","331.88","4488.7","1126.9851","11840.64","20371.77"
"E","2020-02-02","800.5306","71.03","-0.2","831.61","3064.1","1126.9851","11840.57","20371.96"
"E","2020-02-01","802.7583","71.23","-0.22","871.53","3315","1126.9851","11840.5","20372.15"
"E","2020-01-31","804.8034","71.41","-0.41","479.36","5060.7","1126.9851","11840.33","20430.39"
"E","2020-01-30","809.7736","71.92","-0.57","229.78","6689.1","1125.9851","11839.84","20431.66"
"E","2020-01-29","815.2673","72.34","-0.64","190.88","7444.1","1126.9851","11839.17","20433.43"
"E","2020-01-28","822.494","72.98","-0.65","226.82","7499.1","1126.9851","11838.68","20434.74"
"E","2020-01-27","830.7292","73.71","-0.61","251.68","7122.8","1126.9851","11838.05","20436.39"
"E","2020-01-26","837.6225","74.32","-0.52","391.96","6258.7","1126.9812","11837.33","20438.05"
"E","2020-01-25","843.513","74.85","-0.61","249.64","7114.2","1126.9812","11836.65","20439.86"
"E","2020-01-24","850.3912","75.46","-0.74","213.2","8577.7","1126.9812","11835.88","20441.88"
"E","2020-01-23","858.7441","76.2","-0.74","172.54","8561","1126.9811","11835.16","20443.78"
"E","2020-01-22","867.131","76.94","-0.76","195.51","8730.1","1126.9531","11834.23","20445.22"
"E","2020-01-21","875.6984","77.7","-0.77","179.26","8869.8","1126.9811","11834.89","20444.49"
"E","2020-01-20","884.3693","78.47","-0.73","168.82","8377.7","1126.9811","11834.31","20446"
"E","2020-01-19","892.0816","79.16","-0.61","187.23","7017.7","1126.9772","11833.67","20447.45"
"E","2020-01-18","898.9493","79.77","-0.55","177.03","6392.6","1126.9772","11833.13","20448.87"
"E","2020-01-17","905.2173","80.32","-0.56","136.3","6441.6","1126.9772","11832.59","20450.29"
"E","2020-01-16","911.5126","80.88","-0.55","186.62","6381.9","1126.9772","11832.05","20451.73"
"E","2020-01-15","917.7138","81.43","-0.53","226.42","6155.7","1126.9772","11831.56","20453.03"
"E","2020-01-14","923.6854","81.96","-0.52","230.52","6146.3","1126.9772","11831.06","20454.34"
"E","2020-01-13","929.6224","82.49","-0.5","263.37","5900.4","1126.9252","11829.98","20455.2"
"E","2020-01-12","935.2916","83","-0.42","323.77","5038.9","1126.8977","11829.23","20455.44"
"E","2020-01-11","940.005","83.42","-0.43","296.31","5160.9","1126.8977","11828.85","20456.44"
"E","2020-01-10","944.8607","83.85","-0.47","187.33","5476.4","1126.8977","11828.41","20457.62"
"E","2020-01-09","949.6789","84.27","-0.5","216.47","5871.8","1126.8977","11827.87","20459.04"
"E","2020-01-08","955.3361","84.78","-0.53","232.63","6186.4","1126.8977","11827.41","20460.25"
"E","2020-01-07","961.3242","85.3","-0.56","257.96","6625.1","1126.9497","11827.36","20462.38"
"E","2020-01-06","967.6771","85.87","-0.53","122.99","6042.5","1126.8998","11826.47","20462.74"
"E","2020-01-05","973.5775","86.39","-0.39","279.83","4718.3","1126.9116","11826.27","20464.01"
"E","2020-01-04","978.0395","86.79","-0.38","313.24","4589","1126.9116","11826.01","20464.69"
"E","2020-01-03","982.2603","87.16","-0.4","317.89","4808.8","1126.9116","11825.57","20465.86"
"E","2020-01-02","986.7523","87.56","-0.49","319.23","5797.1","1126.9116","11825.09","20467.11"
"E","2020-01-01","992.0675","88.03","-0.37","504.59","4647.2","1126.9116","11824.72","20468.1"
"E","2019-12-31","995.9569","88.38","-0.28","476.97","3624.2","1126.9116","11824.43","20484.86"
"E","2019-12-30","999.1012","88.66","-0.3","387.36","3751.5","1126.9116","11824.14","20485.62"
"E","2019-12-29","1002.5323","88.96","-0.23","550.77","3114.3","1126.9076","11823.89","20486.03"
"E","2019-12-28","1005.0874","89.19","-0.17","673.88","2643.4","1126.9076","11823.76","20486.39"
"E","2019-12-27","1007.1356","89.37","-0.15","692.21","2333.4","1126.9076","11823.63","20486.73"
"E","2019-12-26","1008.8536","89.52","-0.04","1016.18","1439.5","1126.9076","11823.71","20486.51"
"E","2019-12-25","1009.3105","89.56","0.01","1152.66","1032.4","1126.9076","11823.83","20486.19"
"E","2019-12-24","1009.2235","89.56","0","1338.81","1299.5","1126.9076","11823.93","20485.93"
"E","2019-12-23","1009.1784","89.55","-0.03","1204.87","1509.3","1126.9076","11823.97","20485.83"
"E","2019-12-22","1009.218","89.56","0.03","1620.36","1285.8","1126.9096","11824.16","20485.46"
"E","2019-12-21","1008.8678","89.53","0.03","1486.88","1193.8","1126.9096","11824.34","20484.98"
"E","2019-12-20","1008.5588","89.5","-0.06","987.51","1619.8","1126.9096","11824.37","20484.88"
"E","2019-12-19","1009.1971","89.55","-0.07","1074.91","1853.5","1126.9096","11824.67","20484.1"
"E","2019-12-18","1009.9699","89.62","-0.18","498","2535","1126.9096","11824.59","20484.33"
"E","2019-12-17","1012.0179","89.85","-0.22","611.2","3051","1126.2921","11824.55","20484.41"
"E","2019-12-16","1014.4569","90.07","-0.25","460.08","3296.3","1126.2891","11824.56","20484.39"
"E","2019-12-15","1017.3239","90.33","-0.11","1070.63","2339.5","1126.2871","11824.55","20484.3"
"E","2019-12-14","1018.5945","90.44","-0.15","839.37","2529.2","1126.2871","11824.61","20484.13"
"E","2019-12-13","1020.2787","90.59","-0.34","399.5","4199.2","1126.2871","11824.46","20484.53"
"E","2019-12-12","1024.0994","90.93","-0.43","298.88","5192.8","1126.2694","11824.13","20485.41"
"E","2019-12-11","1029.0409","91.37","-0.41","263.23","4918.4","1126.2694","11823.73","20486.47"
"E","2019-12-10","1033.7285","91.78","-0.35","341.81","4244","1126.2694","11823.48","20487.13"
"E","2019-12-09","1037.6201","92.13","-0.27","526.44","3585.1","1126.2694","11823.33","20487.52"
"E","2019-12-08","1040.6593","92.4","-0.02","1628.72","1828.5","1126.2773","11823.78","20486.83"
"E","2019-12-07","1040.8302","92.41","-0.13","1048.96","2532.6","1126.2773","11823.89","20486.53"
"E","2019-12-06","1042.3173","92.55","-0.32","523.09","4133.4","1126.2773","11823.45","20487.69"
"E","2019-12-05","1045.3758","92.82","-0.39","252.71","4688.7","1126.2773","11824.39","20485.21"
"E","2019-12-04","1049.8286","93.21","-0.37","356.72","4492","1126.2773","11824.05","20486.1"
"E","2019-12-03","1053.9639","93.58","-0.31","431","3976.6","1126.2773","11823.94","20486.39"
"E","2019-12-02","1057.5183","93.9","-0.33","213.17","3881.9","1126.2773","11823.46","20487.68"
"E","2019-12-01","1061.3181","94.23","-0.17","601.8","2484.1","1126.2891","11823.57","20488.13"
"E","2019-11-30","1060.9292","94.21","-0.13","600.11","2106.5","1126.1841","11823.69","20450.5"
"E","2019-11-29","1063.8056","94.46","-0.1","553.56","1721","1126.1841","11823.53","20450.91"
"E","2019-11-28","1064.4007","94.51","-0.03","989.29","1358.9","1126.1841","11823.63","20450.66"
"E","2019-11-27","1064.7649","94.55","-0.05","1215.26","1826.4","1126.1841","11824.06","20449.51"
"E","2019-11-26","1065.357","94.6","-0.07","958.96","1730.7","1126.1816","11848.63","20450.64"
"E","2019-11-25","1066.1266","94.67","-0.14","682.61","2209.7","1126.1816","11848.4","20451.25"
"E","2019-11-24","1067.6487","94.8","-0.01","1245.09","1323.2","1126.1888","11848.87","20422.89"
"E","2019-11-23","1067.7272","94.81","-0.02","1294.86","1520.9","1126.1756","11849.08","20422.33"
"E","2019-11-22","1067.9539","94.83","-0.21","426.46","2794.1","1126.1646","11848.57","20423.67"
"E","2019-11-21","1070.3293","95.04","-0.36","187.42","4222.8","1126.1409","11847.81","20425.68"
"E","2019-11-20","1074.3462","95.4","-0.34","217.19","4013","1126.1409","11847.03","20427.75"
"E","2019-11-19","1079.1507","95.83","-0.32","261.93","3864.5","1126.1274","11846.44","20429.31"
"E","2019-11-18","1082.7704","96.15","-0.23","311.26","2906.5","1126.1139","11846.09","20430.23"
"E","2019-11-17","1085.3585","96.38","-0.1","533.53","1662","1126.0808","11845.8","20429.74"
"E","2019-11-16","1086.4898","96.48","-0.13","400.02","1831.3","1126.0728","11845.8","20429.75"
"E","2019-11-15","1087.9421","96.61","-0.2","233.19","2484.9","1126.0728","11845.78","20429.8"
"E","2019-11-14","1089.5478","96.76","-0.21","242.38","2606.3","1126.0728","11835.72","20273.27"
"E","2019-11-13","1091.909","96.97","-0.19","277.64","2367.7","1126.0728","11925.62","20223.54"
"E","2019-11-12","1094.0151","97.15","-0.17","278.82","2163.7","1126.0728","11925.64","20223.5"
"E","2019-11-11","1095.9047","97.32","-0.12","355.83","1750.1","1126.0728","11928.44","20234.72"
"E","2019-11-10","1097.3114","97.44","-0.02","504.22","754.4","1126.0983","11949.85","20310.22"
"E","2019-11-09","1097.5655","97.47","0","671.48","710.1","1126.0983","11949.88","20310.16"
"E","2019-11-08","1097.6084","97.47","-0.08","306.2","1192.8","1126.0983","11949.83","20310.29"
"E","2019-11-07","1098.4482","97.54","-0.04","275.41","722","1126.0983","11949.81","20310.34"
"E","2019-11-06","1098.6891","97.57","-0.01","443.24","556.5","1126.0984","11949.81","20310.32"
"E","2019-11-05","1099.0406","97.6","-0.01","496.86","608.3","1126.0963","11949.81","20310.33"
"E","2019-11-04","1099.1881","97.62","0.04","800.16","329.4","1126.0119","11949.84","20310.25"
"E","2019-11-03","1098.7054","97.57","0.12","1600.73","267.6","1126.0119","11950.12","20309.51"
"E","2019-11-02","1097.358","97.46","0.13","1830.38","381.2","1126.0119","11950.5","20308.51"
