Date,Type,Million Standard Cubic Metres,Terajoules,1000 Metric Tons
01/03/2022,LNG,0,0,0
01/03/2022,Pipeline,0,0,0
01/03/2022,Exports,0,0,0
01/03/2022,LNG,0,0,0
01/03/2022,Pipeline,0,0,0
01/03/2022,Stock Change,-134,-5139,0
01/03/2022,Gross Inland Deliveries (Calculated),70885,2710087,0
01/03/2022,Statistical Difference (Calculated),0,0,0
01/03/2022,Gross Inland Deliveries (Observed),0,0,0
01/03/2022,of which: Electricity and Heat Generation,0,0,0
01/03/2022,Closing Stocks,561,0,0
01/04/2022,Production,63974,2445887,0
01/04/2022,Receipts from Other Sources,0,0,0
01/04/2022,Imports,0,0,0
01/04/2022,LNG,0,0,0
01/04/2022,Pipeline,0,0,0
01/04/2022,Exports,0,0,0
01/04/2022,LNG,0,0,0
01/04/2022,Pipeline,0,0,0
01/04/2022,Stock Change,-28,-1073,0
01/04/2022,Gross Inland Deliveries (Calculated),64002,2446960,0
01/04/2022,Statistical Difference (Calculated),0,0,0
01/04/2022,Gross Inland Deliveries (Observed),0,0,0
01/04/2022,of which: Electricity and Heat Generation,0,0,0
01/04/2022,Closing Stocks,533,0,0
01/05/2022,Production,60151,2299698,0
01/05/2022,Receipts from Other Sources,0,0,0
01/05/2022,Imports,0,0,0
01/05/2022,LNG,0,0,0
01/05/2022,Pipeline,0,0,0
01/05/2022,Exports,0,0,0
01/05/2022,LNG,0,0,0
01/05/2022,Pipeline,0,0,0
01/05/2022,Stock Change,28,1087,0
01/05/2022,Gross Inland Deliveries (Calculated),60122,2298610,0
01/05/2022,Statistical Difference (Calculated),0,0,0
01/05/2022,Gross Inland Deliveries (Observed),0,0,0
01/05/2022,of which: Electricity and Heat Generation,0,0,0
01/05/2022,Closing Stocks,562,0,0
01/06/2022,Production,49430,1889840,0
01/06/2022,Receipts from Other Sources,0,0,0
01/06/2022,Imports,0,0,0
01/06/2022,LNG,0,0,0
01/06/2022,Pipeline,0,0,0
01/06/2022,Exports,0,0,0
01/06/2022,LNG,0,0,0
01/06/2022,Pipeline,0,0,0
01/06/2022,Stock Change,19,753,0
01/06/2022,Gross Inland Deliveries (Calculated),49411,1889086,0
01/06/2022,Statistical Difference (Calculated),0,0,0
01/06/2022,Gross Inland Deliveries (Observed),0,0,0
01/06/2022,of which: Electricity and Heat Generation,0,0,0
01/06/2022,Closing Stocks,581,0,0
01/07/2022,Production,46717,1786118,0
01/07/2022,Receipts from Other Sources,0,0,0
01/07/2022,Imports,0,0,0
01/07/2022,LNG,0,0,0
01/07/2022,Pipeline,0,0,0
01/07/2022,Exports,0,0,0
01/07/2022,LNG,0,0,0
01/07/2022,Pipeline,0,0,0
01/07/2022,Stock Change,-15,-606,0
01/07/2022,Gross Inland Deliveries (Calculated),46733,1786725,0
01/07/2022,Statistical Difference (Calculated),0,0,0
01/07/2022,Gross Inland Deliveries (Observed),0,0,0
01/07/2022,of which: Electricity and Heat Generation,0,0,0
01/07/2022,Closing Stocks,566,0,0
01/08/2022,Production,48826,1866721,0
01/08/2022,Receipts from Other Sources,0,0,0
01/08/2022,Imports,0,0,0
01/08/2022,LNG,0,0,0
01/08/2022,Pipeline,0,0,0
01/08/2022,Exports,0,0,0
01/08/2022,LNG,0,0,0
01/08/2022,Pipeline,0,0,0
01/08/2022,Stock Change,-21,-807,0
01/08/2022,Gross Inland Deliveries (Calculated),48847,1867529,0
01/08/2022,Statistical Difference (Calculated),0,0,0
01/08/2022,Gross Inland Deliveries (Observed),0,0,0
01/08/2022,of which: Electricity and Heat Generation,0,0,0
01/08/2022,Closing Stocks,544,0,0
01/09/2022,Production,49448,1890496,0
01/09/2022,Receipts from Other Sources,0,0,0
01/09/2022,Imports,0,0,0
01/09/2022,LNG,0,0,0
01/09/2022,Pipeline,0,0,0
01/09/2022,Exports,0,0,0
01/09/2022,LNG,0,0,0
01/09/2022,Pipeline,0,0,0
01/09/2022,Stock Change,56,2167,0
01/09/2022,Gross Inland Deliveries (Calculated),49391,1888329,0
01/09/2022,Statistical Difference (Calculated),0,0,0
01/09/2022,Gross Inland Deliveries (Observed),0,0,0
01/09/2022,of which: Electricity and Heat Generation,0,0,0
01/09/2022,Closing Stocks,601,0,0
01/10/2022,Production,56549,2161986,0
01/10/2022,Receipts from Other Sources,0,0,0
01/10/2022,Imports,0,0,0
01/10/2022,LNG,0,0,0
01/10/2022,Pipeline,0,0,0
01/10/2022,Exports,0,0,0
01/10/2022,LNG,0,0,0
01/10/2022,Pipeline,0,0,0
01/10/2022,Stock Change,1,63,0
01/10/2022,Gross Inland Deliveries (Calculated),56547,2161922,0
01/10/2022,Statistical Difference (Calculated),0,0,0
01/10/2022,Gross Inland Deliveries (Observed),0,0,0
01/10/2022,of which: Electricity and Heat Generation,0,0,0
01/10/2022,Closing Stocks,603,0,0
01/11/2022,Production,59150,2261436,0
01/11/2022,Receipts from Other Sources,0,0,0
01/11/2022,Imports,0,0,0
01/11/2022,LNG,0,0,0
01/11/2022,Pipeline,0,0,0
01/11/2022,Exports,0,0,0
01/11/2022,LNG,0,0,0
01/11/2022,Pipeline,0,0,0
01/11/2022,Stock Change,4,184,0
01/11/2022,Gross Inland Deliveries (Calculated),59145,2261251,0
01/11/2022,Statistical Difference (Calculated),0,0,0
01/11/2022,Gross Inland Deliveries (Observed),0,0,0
01/11/2022,of which: Electricity and Heat Generation,0,0,0
01/11/2022,Closing Stocks,608,0,0
01/12/2022,Production,62735,2398510,0
01/12/2022,Receipts from Other Sources,0,0,0
01/12/2022,Imports,0,0,0
01/12/2022,LNG,0,0,0
01/12/2022,Pipeline,0,0,0
01/12/2022,Exports,0,0,0
01/12/2022,LNG,0,0,0
01/12/2022,Pipeline,0,0,0
01/12/2022,Stock Change,-4,-161,0
01/12/2022,Gross Inland Deliveries (Calculated),62739,2398671,0
01/12/2022,Statistical Difference (Calculated),0,0,0
01/12/2022,Gross Inland Deliveries (Observed),0,0,0
01/12/2022,of which: Electricity and Heat Generation,0,0,0
01/12/2022,Closing Stocks,603,0,0
01/01/2023,Production,63512,2428214,0
01/01/2023,Receipts from Other Sources,0,0,0
01/01/2023,Imports,0,0,0
01/01/2023,LNG,0,0,0
01/01/2023,Pipeline,0,0,0
01/01/2023,Exports,0,0,0
01/01/2023,LNG,0,0,0
01/01/2023,Pipeline,0,0,0
01/01/2023,Stock Change,0,-15,0
01/01/2023,Gross Inland Deliveries (Calculated),63513,2428230,0
01/01/2023,Statistical Difference (Calculated),0,0,0
01/01/2023,Gross Inland Deliveries (Observed),0,0,0
01/01/2023,of which: Electricity and Heat Generation,0,0,0
01/01/2023,Closing Stocks,603,0,0
01/02/2023,Production,57711,2206434,0
01/02/2023,Receipts from Other Sources,0,0,0
01/02/2023,Imports,0,0,0
01/02/2023,LNG,0,0,0
01/02/2023,Pipeline,0,0,0
01/02/2023,Exports,0,0,0
01/02/2023,LNG,0,0,0
01/02/2023,Pipeline,0,0,0
01/02/2023,Stock Change,0,-18,0
01/02/2023,Gross Inland Deliveries (Calculated),57712,2206452,0
01/02/2023,Statistical Difference (Calculated),0,0,0
01/02/2023,Gross Inland Deliveries (Observed),0,0,0
01/02/2023,of which: Electricity and Heat Generation,0,0,0
01/02/2023,Closing Stocks,602,0,0
