Date,U.S. Natural Gas Wellhead Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Imports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Pipeline Imports Price (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas LNG Imports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),Price of U.S. Natural Gas Pipeline Exports (Dollars per Thousand Cubic Feet),Price of Liquefied U.S. Natural Gas Exports (Dollars per Thousand Cubic Feet),U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet),U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet),U.S. Natural Gas % of Total Residential - Sales (%),U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet),Percent of Commercial Natural Gas Deliveries in U.S. Total Represented by the Price (%),United States Natural Gas Industrial Price (Dollars per Thousand Cubic Feet),Percent of Industrial Natural Gas Deliveries in U.S. Total Represented by the Price (%),U.S. Natural Gas Electric Power Price (Dollars per Thousand Cubic Feet)
01/01/2019,,4.3,3.55,9.36,4.39,3.6,5.89,4.03,9.36,96.4,7.67,70.1,5.02,13.7,4.16
01/02/2019,,4.06,3.6,8.97,3.76,3.17,5.06,3.91,9.4,96.1,7.54,69.3,4.62,14.1,3.78
01/03/2019,,3.79,3.63,7.7,3.68,3.04,4.84,4.07,9.42,96,7.4,69.1,4.31,13.7,3.6
01/04/2019,,2.14,1.97,7.32,3.32,2.49,4.7,3.72,10.85,95.6,7.72,64.1,3.99,13,2.99
01/05/2019,,1.81,1.81,,3.51,2.94,4.39,3.66,12.76,95.7,8.06,60.6,3.64,12.7,2.85
01/06/2019,,1.54,1.54,8.44,3.18,2.28,4.57,4.17,15.6,95.6,8.29,58.1,3.55,12.4,2.66
01/07/2019,,1.86,1.72,6.73,3.47,2.26,5.29,4.17,17.74,95.9,8.47,56,3.33,13,2.63
01/08/2019,,1.73,1.63,4.57,3.23,2.15,5.13,4.15,18.37,96.1,8.41,55.6,3.18,12.4,2.5
01/09/2019,,1.65,1.65,,3.56,2.38,5.28,4.07,17.61,96.2,8.34,56.2,3.35,12.2,2.68
01/10/2019,,2.15,1.96,4.65,3.55,2.28,5.31,3.42,12.5,96.8,7.63,60.3,3.43,12,2.58
01/11/2019,,2.8,2.66,7.12,4.03,2.66,5.84,3.46,9.33,96.6,6.98,66.7,3.86,12.7,3.08
01/12/2019,,3.23,2.84,6.17,3.89,2.48,5.55,3.5,9.3,96.4,7.19,68.8,3.84,13,3.04
01/01/2020,,2.64,2.46,6.03,3.74,2.13,5.42,3.26,9.43,96.4,7.24,69.4,3.71,13.2,2.74
01/02/2020,,2.04,1.95,5.67,3.51,1.93,5.12,3.09,9.19,96.3,7.03,68.9,3.58,13.3,2.5
01/03/2020,,1.68,1.64,4.34,3.3,1.74,4.91,3.25,9.8,96,7.29,66.5,3.39,13.1,2.23
01/04/2020,,1.5,1.5,,3.21,1.68,4.74,3.05,10.42,95.9,7.24,63.7,3,12.9,2.2
01/05/2020,,1.63,1.59,4.26,3.61,1.97,5.53,3.31,11.79,95.7,7.73,58.9,2.91,13.2,2.26
01/06/2020,,1.54,1.54,1.61,2.99,1.78,5.55,3.81,15.33,95.9,8.24,56.4,2.72,13,2.1
01/07/2020,,1.65,1.59,4.59,2.9,1.83,5.73,3.92,17.49,96.3,8.49,55.8,2.58,12.9,2.14
01/08/2020,,1.89,1.9,1.52,3.28,2.11,5.85,4.09,18.27,95.9,8.48,54.3,2.85,12.8,2.5
01/09/2020,,2.02,2.01,3.4,3.49,2.23,5.53,4.07,16.85,96.6,8.45,54.9,3.3,13.2,2.49
01/10/2020,,2.19,2.19,,3.85,2.17,5.8,3.5,12.26,96.6,7.59,60.6,3.29,13,2.58
01/11/2020,,2.71,2.65,6.93,4.77,2.73,6.58,3.81,10.99,96.8,7.64,65.4,3.98,13.2,3.09
01/12/2020,,2.8,2.75,5.54,4.84,2.85,6.48,3.57,9.75,96.8,7.4,69.6,4.11,13.8,3.3
01/01/2021,,2.86,2.75,7.62,4.62,2.89,6.08,3.27,9.63,96.7,7.4,70.4,4.08,13.6,3.33
01/02/2021,,5.63,5.54,9.44,12.68,18.64,6.52,12.1,9.29,96.7,7.36,70.2,9.41,12.5,16.29
01/03/2021,,2.66,2.63,8.36,4.71,2.91,6.25,4.09,10.48,96.4,8,67.8,4.43,13.9,3.4
01/04/2021,,2.44,2.44,,4.46,2.72,5.92,3.92,12.21,96.3,8.41,64.6,4.03,13.6,3.14
01/05/2021,,2.7,2.66,7.55,4.89,3.02,6.46,4.34,14.08,96.1,8.99,60.1,4.15,13.4,3.35
01/06/2021,,2.83,2.83,,4.92,3.25,6.57,5.05,17.64,96.1,9.58,57.2,4.21,13.1,3.57
01/07/2021,,3.41,3.37,8.41,5.64,3.84,7.23,5.58,19.83,96.6,9.93,55.2,4.76,13.1,4.12
01/08/2021,,3.52,3.52,,6.06,4.16,7.75,5.72,20.88,96.5,10.21,54.8,5.02,13.1,4.45
01/09/2021,,4.07,4.04,9.3,6.7,4.85,8.34,5.95,20.15,96.6,10.3,56.4,5.48,13.6,5.09
01/10/2021,,4.79,4.79,,7.97,5.55,9.98,6.43,17.41,97.1,10.47,59.5,6.69,13.4,5.75
01/11/2021,,5.18,4.97,34.77,8.1,5.48,10.24,6.04,13.12,97,10.05,65.6,6.99,13.7,5.89
01/12/2021,,4.74,4.57,30.21,7.4,4.62,9.62,5.87,13.08,96.7,10.36,68.4,6.77,14,5.15
01/01/2022,,6.94,6.23,39.06,7.04,4.96,8.56,5.39,12.02,96.9,9.81,71.6,6.64,13.5,6.97
01/02/2022,,5.67,5.25,29.59,8.22,5.53,10.17,5.8,12.18,96.7,10.04,70.2,7.53,14,6.26
01/03/2022,,4.7,4.44,30.57,7.24,4.71,9.15,5.6,12.98,96.6,10.23,68.6,6.34,14.3,5.32
01/04/2022,,5.49,5.49,,8.45,6.04,10.33,6.37,14.01,96.4,10.63,65.8,6.88,14.1,6.45
01/05/2022,,6.72,6.7,12.72,10.31,7.62,12.33,8.45,17.76,96.1,12.11,61,8.37,13.6,7.79
01/06/2022,,7.03,7.03,,11.45,7.97,14.36,10.13,22.69,96.3,13.5,57.8,9.64,13.5,8.23
01/07/2022,,6,5.94,11.96,10,6.78,12.76,8.97,24.73,96.7,13.54,56,8.14,13.5,7.76
01/08/2022,,6.62,6.53,15.33,12.23,8.45,15.45,10.49,25.52,96.8,14.24,55.1,9.76,13.2,9.33
01/09/2022,,6,6.01,,12.79,7.78,16.72,9.81,24.65,96.8,14.58,55.9,9.95,13.1,8.46
01/10/2022,,4.67,4.67,,10.22,5.03,14.32,6.83,18.72,97,12.84,60.5,7.38,13.3,6.03
01/11/2022,,5.8,5.61,43.34,8.63,4.94,11.68,6.74,15.63,97.2,11.89,66.6,6.92,13.5,5.96
01/12/2022,,9.75,9.47,38.94,9.91,6.28,12.67,7.68,14.74,97.2,12.03,70.5,8.23,13.8,9.53
01/01/2023,,8.49,8.19,40.44,8.06,4.03,11.24,7.11,15.28,96.8,12.47,70,7.4,13.9,7.55
